	answer	class
36	"Prezidiální plná moc je druh plné moci, kterou uděluje zmocnitel zástupci pro veškerá řízení před Úřadem. V této plné moci nejsou tedy specifikována ani konkrétní průmyslová práva ani konkrétní úkony, ke kterým je zástupce zmocněn. Prezidiální plná moc je předkládána v originále či v ověřené kopii. Podpisy nemusí být ověřeny. Nezbytnými náležitostmi jsou:

    identifikace zmocnitele,
    identifikace zmocněnce,
    zmocnění,
    datum a podpis. 

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	36
37	"Účastníci řízení mají právo nahlížet do příslušného správního spisu a pořizovat si vlastními prostředky nebo prostředky Úřadu (na vlastní náklady) fotokopie částí tohoto spisu. Třetí straně lze povolit nahlížení do spisu nebo jeho části pouze tehdy, pokud v žádosti o nahlížení do spisu prokáže právní zájem, například fotokopií dokumentu, od kterého právní zájem odvozuje (žaloba, soudní spor a tak dále). 

Právním nebo vážným důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Žadatel, případně i jeho zmocněnec, musí být v žádosti identifikován. Nahlížení vyřizuje odpovědný pracovník útvaru Úřadu, kde se spis nachází. 

V žádosti je vhodné uvést telefonní nebo emailový kontakt na žadatele, na kterém je možno vyjasnit případné vady žádosti a sjednat termín. Doporučujeme termín nahlížení sjednat nejlépe týden předem, aby se zabránilo časovým ztrátám nahlížejícího spojeným s transportem a přípravou spisu k nahlížení. Před nahlížením do spisu je třeba, aby nahlížející jednoznačně prokázal svoji totožnost, případně též zmocnění k nahlížení (například plnou mocí). O nahlížení se sepíše protokol.

Případnou konzultaci s příslušným referentem je nutno pojímat separátně od nahlížení do správního spisu. O tomto jednání je nutno sepsat protokol o jednání.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	37
38	"Poplatky za udržování patentů a evropských patentů se platí bez podání žádosti, pouze uhrazením těchto poplatků s uvedením variabilního symbolu (číslo patentu).

Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce. Tyto poplatky se platí ročně, po celou dobu platnosti patentu.

U ochranných známek, průmyslových a užitných vzorů je třeba kromě uhrazení správního poplatku ještě ve stanovené lhůtě podat žádost o obnovu (prodloužení platnosti). Žádost může podat pouze majitel, vlastník nebo jeho zástupce. 

Cizí státní příslušník musí být pro podání žádosti zastoupen, pokud v průběhu řízení nebylo shledáno, že se jedná o osobu, která nemusí být pro jednání před Úřadem zastupována (osoba žijící na území Evropské unie, mající sídlo podnikání, organizační složku nebo bydliště na území České republiky).  

Postup k uvedení variabilního čísla zde: https://upv.gov.cz/prumyslova-prava/poplatky/uvadeni-variabilnich-symbolu. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	38
39	"O výpis z rejstříku může zažádat kdokoliv, není třeba prokazovat právní zájem na věci. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu nebo patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možno kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. 

Správní poplatek činí 100 Kč za každou stránku. Informace o počtu stran je možno získat na oddělení rejstříků. Počet stran výpisu z rejstříku ochranných známek je možno zjistit také v detailu konkrétního spisu v on-line internetové databázi Úřadu.

Úřad vydává pouze výpisy z rejstříků jím vedených. O výpisy z rejstříků vedených mezinárodními úřady je třeba žádat u těchto úřadů.

Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	39
40	"Opis listiny, například osvědčení o zápisu nebo opis patentové listiny, lze vydat na písemnou žádost majitele, vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí 15 Kč za stránku.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-
"	40
41	"Úřad nevydává žádné faktury, ani potvrzení o platbě správních poplatků. Správní poplatky se platí podle Zákona o správních poplatcích, ve znění platných předpisů. 

Vzhledem k tomu, že výše správních poplatků je pevně zákonem stanovena, pro účely účetnictví je dostačující odkaz na tento zákon a položku Sazebníku správních poplatků, který je součástí tohoto zákona. K této informaci přiložíte Váš doklad o úhradě správního poplatku, například výpis z účtu.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"	41
42	"Ochranná známka po zápisu platí deset let ode dne podání přihlášky. Zápis ochranné známky se na žádost vlastníka ochranné známky obnoví, a to vždy na dalších 10 let. Žádost o obnovu zápisu ochranné známky se podává nejdříve 12 měsíců před skončením doby platnosti a nejpozději v dodatečné lhůtě 6 měsíců po uplynutí doby platnosti známky.

Více na https://upv.gov.cz/prumyslova-prava/ochranne-znamky"	42
43	"Přihlášku ochranné známky k zápisu do rejstříku může podat jak fyzická, tak i právnická osoba. 
Více na https://upv.gov.cz/prumyslova-prava/ochranne-znamky/narodni-prihlaska-ochranne-znamky"	43
44	"Dle Zákona o ochranných známkách se vlastník může u Úřadu svým prohlášením vzdát práv k ochranné známce v rozsahu všech výrobků či služeb, pro které byla zapsána, nebo některých z nich. Účinky tohoto prohlášení nastávají dnem doručení prohlášení vlastníka ochranné známky Úřadu a nelze je vzít zpět. Úřad vyznačí vzdání se práv k ochranné známce v rejstříku a oznámí je ve Věstníku. Vlastník může rovněž zaslat jen své prohlášení i bez využití formuláře, pouze dopisem.

Pro zaslání prohlášení o vzdání se práv lze použít formulář Obecné sdělení/žádost nezpoplatněná. Formulář zde: https://upv.gov.cz/prumyslova-prava/formulare/elektronicky-vyplnitelne-formulare-bez-moznosti-on-line-podani-
"	44
45	"
Změna znění nebo vzhledu zapsané ochranné známky není možná. Jedinou možností je podání nové přihlášky ochranné známky. Registrace pak bude záviset na výsledku samotného zápisného řízení, stejně jako u známky  předchozí.

Formulář zde: http://www.upv.cz/cs/sluzby-uradu/formulare.html"	45
46	"Pro všechny změny (převod, přechod, změnu v údajích) je třeba použít formulář s názvem Žádost o převod - Žádost o změnu.
K žádosti o zápis převodu se přikládá smlouva o převodu práv. V případě, že nebudete jako přílohu přikládat smlouvu o převodu, lze tuto nahradit vyplněním a dodáním podepsaného formuláře Potvrzení o převodu ochranné známky.
 
V hlavičce tohoto formuláře vyplňujete číslo spisu a číslo zápisu ochranné známky, Úřad vyplní po obdržení pouze datum podání.

Formuláře zde: https://upv.gov.cz/files/uploads/PDF_Dokumenty/Forms2022V/Z01_Prevod_zmena_V_O.pdf, https://upv.gov.cz/files/uploads/PDF_Dokumenty/Forms2022V/Z0P1_Potvrzeni_o_prevodu_O.pdf.
"	46
47	"Název vašich webových stránek lze ochránit jako ochrannou známku. Ochrannou známkou může být označení vyhovující podmínkám stanovených Zákonem o ochranných známkách v jeho platném znění. Všechny potřebné informace o přihlašování ochranných známek naleznete na tomto odkazu: http://upv.cz/cs/prumyslova-prava/ochranne-znamky.html
"	47
48	"Doba řízení národní přihlášky ochranné známky je v průměru 6 až 9 měsíců od podání přihlášky a závisí na tom, kdy je uhrazen správní poplatek a zda je přihláška po formální stránce (má veškeré náležitosti, správně zatříděný seznam výrobků a služeb, apod.) a po věcné stránce v pořádku (zda splňuje podmínky zápisu dle Zákona o ochranných známkách).

Uvedená doba řízení zahrnuje i zákonnou tříměsíční lhůtu na zveřejnění přihlášky pro účely podání námitek ze strany třetích osob. Pokud nejsou žádné námitky do spisu doručeny, pak se po uplynutí stanovené lhůty zapíše označení do rejstříku Úřadu. Osvědčení o registraci ochranné známky Úřad zasílá vlastníkovi nebo jeho zástupci.

Stav a postup řízení je možné sledovat po zadání čísla přihlášky v databázi ochranných známek. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm 
"	48
49	"Dle Zákona o ochranných známkáchmá Úřad průmyslového vlastnictví obligatorní povinnost informovat vlastníka ochranné známky o dni uplynutí doby platnosti zápisu, a to nejpozději do 6 měsíců před tímto dnem. Úřad zasílá upozornění generované automatickým systémem výpočetní techniky Úřadu a to emailem, datovou schránkou, nebo poštou.
"	49
