	question	class
562	Může se získat patent na vědecké teorie?	64
563	Je možné  mít patent na vědecké teorie?	64
564	Lze  mít patent na vědecké teorie?	64
565	Můžu  mít patent na vědecké teorie?	64
566	Mohu  mít patent na vědecké teorie?	64
567	Může se mít patent na vědecké teorie?	64
568	Je možné  dostat patent na vědecké teorie?	64
569	Lze  dostat patent na vědecké teorie?	64
570	Můžu  dostat patent na vědecké teorie?	64
571	Mohu  dostat patent na vědecké teorie?	64
572	Může se dostat patent na vědecké teorie?	64
573	Je možné získat  patentovat vědecké teorie?	64
574	Lze získat  patentovat vědecké teorie?	64
575	Můžu získat  patentovat vědecké teorie?	64
576	Mohu získat  patentovat vědecké teorie?	64
577	Může se získat  patentovat vědecké teorie?	64
578	Je možné  mít  patentovat vědecké teorie?	64
579	Lze  mít  patentovat vědecké teorie?	64
580	Můžu  mít  patentovat vědecké teorie?	64
581	Mohu  mít  patentovat vědecké teorie?	64
582	Může se mít  patentovat vědecké teorie?	64
583	Je možné  dostat patentovat vědecké teorie?	64
584	Lze  dostat patentovat vědecké teorie?	64
585	Můžu  dostat patentovat vědecké teorie?	64
586	Mohu  dostat patentovat vědecké teorie?	64
587	Může se dostat patentovat vědecké teorie?	64
588	Na jaké vynálezy jsou udělovány patenty ?	64
589	Na jaké vynálezy je možné udělit patent ?	64
590	Na jaké vynálezy může být udělen patent?	64
591	Jaké jsou zásady pro udělování patentů?	64
592	Je možné získat patent na estetický výtvor?	64
593	Lze získat patent na estetický výtvor?	64
594	Můžu získat patent na estetický výtvor?	64
595	Mohu získat patent na estetický výtvor?	64
596	Může se získat patent na estetický výtvor?	64
597	Je možné  mít patent na estetický výtvor?	64
598	Lze  mít patent na estetický výtvor?	64
599	Můžu  mít patent na estetický výtvor?	64
600	Mohu  mít patent na estetický výtvor?	64
601	Může se mít patent na estetický výtvor?	64
602	Je možné  dostat patent na estetický výtvor?	64
603	Lze  dostat patent na estetický výtvor?	64
604	Můžu  dostat patent na estetický výtvor?	64
605	Mohu  dostat patent na estetický výtvor?	64
606	Může se dostat patent na estetický výtvor?	64
607	Je možné získat  patentovat estetický výtvor?	64
608	Lze získat  patentovat estetický výtvor?	64
609	Můžu získat  patentovat estetický výtvor?	64
610	Mohu získat  patentovat estetický výtvor?	64
611	Může se získat  patentovat estetický výtvor?	64
612	Je možné  mít  patentovat estetický výtvor?	64
613	Lze  mít  patentovat estetický výtvor?	64
614	Můžu  mít  patentovat estetický výtvor?	64
615	Mohu  mít  patentovat estetický výtvor?	64
616	Může se mít  patentovat estetický výtvor?	64
617	Je možné  dostat patentovat estetický výtvor?	64
618	Lze  dostat patentovat estetický výtvor?	64
619	Můžu  dostat patentovat estetický výtvor?	64
620	Mohu  dostat patentovat estetický výtvor?	64
621	Může se dostat patentovat estetický výtvor?	64
622	Je možné získat patent na novou odrůdu rostliny?	64
623	Lze získat patent na novou odrůdu rostliny?	64
624	Můžu získat patent na novou odrůdu rostliny?	64
625	Mohu získat patent na novou odrůdu rostliny?	64
626	Může se získat patent na novou odrůdu rostliny?	64
627	Je možné  mít patent na novou odrůdu rostliny?	64
628	Lze  mít patent na novou odrůdu rostliny?	64
629	Můžu  mít patent na novou odrůdu rostliny?	64
630	Mohu  mít patent na novou odrůdu rostliny?	64
631	Může se mít patent na novou odrůdu rostliny?	64
632	Je možné  dostat patent na novou odrůdu rostliny?	64
633	Lze  dostat patent na novou odrůdu rostliny?	64
634	Můžu  dostat patent na novou odrůdu rostliny?	64
635	Mohu  dostat patent na novou odrůdu rostliny?	64
636	Může se dostat patent na novou odrůdu rostliny?	64
637	Je možné získat  patentovat novou odrůdu rostliny?	64
638	Lze získat  patentovat novou odrůdu rostliny?	64
639	Můžu získat  patentovat novou odrůdu rostliny?	64
640	Mohu získat  patentovat novou odrůdu rostliny?	64
641	Může se získat  patentovat novou odrůdu rostliny?	64
642	Je možné  mít  patentovat novou odrůdu rostliny?	64
643	Lze  mít  patentovat novou odrůdu rostliny?	64
644	Můžu  mít  patentovat novou odrůdu rostliny?	64
645	Mohu  mít  patentovat novou odrůdu rostliny?	64
646	Může se mít  patentovat novou odrůdu rostliny?	64
647	Je možné  dostat patentovat novou odrůdu rostliny?	64
648	Lze  dostat patentovat novou odrůdu rostliny?	64
649	Můžu  dostat patentovat novou odrůdu rostliny?	64
650	Mohu  dostat patentovat novou odrůdu rostliny?	64
651	Může se dostat patentovat novou odrůdu rostliny?	64
652	Je možné získat patentovat i na biotechnologické postupy a produkty?	64
653	Lze získat patentovat i na biotechnologické postupy a produkty?	64
654	Můžu získat patentovat i na biotechnologické postupy a produkty?	64
655	Mohu získat patentovat i na biotechnologické postupy a produkty?	64
656	Může se získat patentovat i na biotechnologické postupy a produkty?	64
657	Je možné  mít patentovat i na biotechnologické postupy a produkty?	64
658	Lze  mít patentovat i na biotechnologické postupy a produkty?	64
659	Můžu  mít patentovat i na biotechnologické postupy a produkty?	64
660	Mohu  mít patentovat i na biotechnologické postupy a produkty?	64
661	Může se mít patentovat i na biotechnologické postupy a produkty?	64
662	Je možné  dostat patentovat i na biotechnologické postupy a produkty?	64
663	Lze  dostat patentovat i na biotechnologické postupy a produkty?	64
664	Můžu  dostat patentovat i na biotechnologické postupy a produkty?	64
665	Mohu  dostat patentovat i na biotechnologické postupy a produkty?	64
666	Může se dostat patentovat i na biotechnologické postupy a produkty?	64
667	Je možné získat  patenty i na biotechnologické postupy a produkty?	64
668	Lze získat  patenty i na biotechnologické postupy a produkty?	64
669	Můžu získat  patenty i na biotechnologické postupy a produkty?	64
670	Mohu získat  patenty i na biotechnologické postupy a produkty?	64
671	Může se získat  patenty i na biotechnologické postupy a produkty?	64
672	Je možné  mít  patenty i na biotechnologické postupy a produkty?	64
673	Lze  mít  patenty i na biotechnologické postupy a produkty?	64
674	Můžu  mít  patenty i na biotechnologické postupy a produkty?	64
675	Mohu  mít  patenty i na biotechnologické postupy a produkty?	64
676	Může se mít  patenty i na biotechnologické postupy a produkty?	64
677	Je možné  dostat patenty i na biotechnologické postupy a produkty?	64
678	Lze  dostat patenty i na biotechnologické postupy a produkty?	64
679	Můžu  dostat patenty i na biotechnologické postupy a produkty?	64
680	Mohu  dostat patenty i na biotechnologické postupy a produkty?	64
681	Může se dostat patenty i na biotechnologické postupy a produkty?	64
682	Je možné získat  patent i na biotechnologické postupy a produkty?	64
683	Lze získat  patent i na biotechnologické postupy a produkty?	64
684	Můžu získat  patent i na biotechnologické postupy a produkty?	64
685	Mohu získat  patent i na biotechnologické postupy a produkty?	64
686	Může se získat  patent i na biotechnologické postupy a produkty?	64
687	Je možné  mít  patent i na biotechnologické postupy a produkty?	64
688	Lze  mít  patent i na biotechnologické postupy a produkty?	64
689	Můžu  mít  patent i na biotechnologické postupy a produkty?	64
690	Mohu  mít  patent i na biotechnologické postupy a produkty?	64
691	Může se mít  patent i na biotechnologické postupy a produkty?	64
692	Je možné  dostat patent i na biotechnologické postupy a produkty?	64
693	Lze  dostat patent i na biotechnologické postupy a produkty?	64
694	Můžu  dostat patent i na biotechnologické postupy a produkty?	64
695	Mohu  dostat patent i na biotechnologické postupy a produkty?	64
696	Může se dostat patent i na biotechnologické postupy a produkty?	64
697	Lze získat patent na program pro počítače?	64
698	Lze získat patent na software?	64
699	Co nelze patentovat?	64
700	Co nejde patentovat?	64
701	Co není možné patentovat?	64
702	Co nemůžu patentovat?	64
703	Je možné získat patent na léčebný postup pro zvířata?	64
704	Lze získat patent na léčebný postup pro zvířata?	64
705	Můžu získat patent na léčebný postup pro zvířata?	64
706	Mohu získat patent na léčebný postup pro zvířata?	64
707	Může se získat patent na léčebný postup pro zvířata?	64
708	Je možné  mít patent na léčebný postup pro zvířata?	64
709	Lze  mít patent na léčebný postup pro zvířata?	64
710	Můžu  mít patent na léčebný postup pro zvířata?	64
711	Mohu  mít patent na léčebný postup pro zvířata?	64
712	Může se mít patent na léčebný postup pro zvířata?	64
713	Je možné  dostat patent na léčebný postup pro zvířata?	64
714	Lze  dostat patent na léčebný postup pro zvířata?	64
715	Můžu  dostat patent na léčebný postup pro zvířata?	64
716	Mohu  dostat patent na léčebný postup pro zvířata?	64
717	Může se dostat patent na léčebný postup pro zvířata?	64
718	Je možné získat  patentovat léčebný postup pro zvířata?	64
719	Lze získat  patentovat léčebný postup pro zvířata?	64
720	Můžu získat  patentovat léčebný postup pro zvířata?	64
721	Mohu získat  patentovat léčebný postup pro zvířata?	64
722	Může se získat  patentovat léčebný postup pro zvířata?	64
723	Je možné  mít  patentovat léčebný postup pro zvířata?	64
724	Lze  mít  patentovat léčebný postup pro zvířata?	64
725	Můžu  mít  patentovat léčebný postup pro zvířata?	64
726	Mohu  mít  patentovat léčebný postup pro zvířata?	64
727	Může se mít  patentovat léčebný postup pro zvířata?	64
728	Je možné  dostat patentovat léčebný postup pro zvířata?	64
729	Lze  dostat patentovat léčebný postup pro zvířata?	64
730	Můžu  dostat patentovat léčebný postup pro zvířata?	64
731	Mohu  dostat patentovat léčebný postup pro zvířata?	64
732	Může se dostat patentovat léčebný postup pro zvířata?	64
733	ověření novosti vynálezu	65
734	novost vynálezu	65
735	jedna z podmínek patentovatelnosti	65
736	podmínka patentovatelnosti	65
737	Jak  lze provést rešerši patentů?	65
738	Kde lze provést rešerši patentů?	65
739	Jak  můžu provést rešerši patentů?	65
740	Kde můžu provést rešerši patentů?	65
741	Jak  mohu provést rešerši patentů?	65
742	Kde mohu provést rešerši patentů?	65
743	Jak  se může provést rešerši patentů?	65
744	Kde se může provést rešerši patentů?	65
745	Jak  lze  udělat rešerši patentů?	65
746	Kde lze  udělat rešerši patentů?	65
747	Jak  můžu  udělat rešerši patentů?	65
748	Kde můžu  udělat rešerši patentů?	65
749	Jak  mohu  udělat rešerši patentů?	65
750	Kde mohu  udělat rešerši patentů?	65
751	Jak  se může udělat rešerši patentů?	65
752	Kde se může udělat rešerši patentů?	65
753	Jak  lze  provedu rešerši patentů?	65
754	Kde lze  provedu rešerši patentů?	65
755	Jak  můžu  provedu rešerši patentů?	65
756	Kde můžu  provedu rešerši patentů?	65
757	Jak  mohu  provedu rešerši patentů?	65
758	Kde mohu  provedu rešerši patentů?	65
759	Jak  se může provedu rešerši patentů?	65
760	Kde se může provedu rešerši patentů?	65
761	Jak  lze  udělám rešerši patentů?	65
762	Kde lze  udělám rešerši patentů?	65
763	Jak  můžu  udělám rešerši patentů?	65
764	Kde můžu  udělám rešerši patentů?	65
765	Jak  mohu  udělám rešerši patentů?	65
766	Kde mohu  udělám rešerši patentů?	65
767	Jak  se může udělám rešerši patentů?	65
768	Kde se může udělám rešerši patentů?	65
769	odkaz pro ověření novosti vynálezu	65
770	zdroje pro ověření novosti vynálezu	65
771	mezinárodní databáze pro ověření novosti vynálezu	65
772	zahraniční databáze pro ověření novosti vynálezu	65
773	patentová rešerše	65
774	rešerše patentu	65
775	Jak podat objednávku patentové rešerše u Úřadu?	65
776	Kde podat objednávku patentové rešerše u Úřadu?	65
777	Jak  objednat patentovou rešerši u Úřadu?	65
778	Kde objednat patentovou rešerši u Úřadu?	65
779	objednávka patentové rešerše	65
780	rešeršní služby úřadu pro vynálezy	65
781	Jaká je výše správního poplatku za podání přihlášky vynálezu ?	66
782	Jaká je výše správního poplatku za podání přihlášky patentu?	66
783	kolik stojí registrace patentu	66
784	kolik stojí přihlášení patentu	66
785	kolik stojí vynálezu	66
786	poplatek za podání přihlášky vynálezu	66
787	kolik stojí  patentu	66
788	poplatek za podání přihlášky patentu	66
789	sleva při elektronickém podání přihlášky vynálezu	66
790	sleva při elektronickém podání přihlášky patentu	66
791	Jak je možné uhradit správní poplatek za podání přihlášky vynálezu ?	66
792	Jak lze uhradit správní poplatek za podání přihlášky vynálezu ?	66
793	Jak můžu uhradit správní poplatek za podání přihlášky vynálezu ?	66
794	Jak mohu uhradit správní poplatek za podání přihlášky vynálezu ?	66
795	Jak je možné  zaplatit správní poplatek za podání přihlášky vynálezu ?	66
796	Jak lze  zaplatit správní poplatek za podání přihlášky vynálezu ?	66
797	Jak můžu  zaplatit správní poplatek za podání přihlášky vynálezu ?	66
798	Jak mohu zaplatit správní poplatek za podání přihlášky vynálezu ?	66
799	Jak je možné uhradit správní poplatek za podání přihlášky patentu?	66
800	Jak lze uhradit správní poplatek za podání přihlášky patentu?	66
801	Jak můžu uhradit správní poplatek za podání přihlášky patentu?	66
802	Jak mohu uhradit správní poplatek za podání přihlášky patentu?	66
803	Jak je možné  zaplatit správní poplatek za podání přihlášky patentu?	66
804	Jak lze  zaplatit správní poplatek za podání přihlášky patentu?	66
805	Jak můžu  zaplatit správní poplatek za podání přihlášky patentu?	66
806	Jak mohu zaplatit správní poplatek za podání přihlášky patentu?	66
807	informace o platbě poplatků za udělený patent	66
808	informace o platbě poplatků za udělený vynález	66
809	poplatky udržování patentu v platnosti	67
810	poplatek udržování patentu v platnosti	67
811	udržovací poplatek udržování patentu v platnosti	67
812	poplatek za udržování udržování patentu v platnosti	67
813	kolik stojí udržování patentu v platnosti	67
814	cena udržování patentu v platnosti	67
815	udržování patentu v platnosti	67
816	možnosti platby udržovacího poplatku	67
817	variabilní symbol při platbě udržovacího poplatku	67
818	Jak dlouho trvá zpracování patentové rešerše?	68
819	expresní patentové rešerše	68
820	Poskytuje úřad rychlou patentovou rešerši?	68
821	provádí úřad rychlou patentovou rešerši?	68
822	delá úřad rychlou patentovou rešerši?	68
823	provádíte rychlou patentovou rešerši?	68
824	děláte rychlou patentovou rešerši?	68
825	Poskytujete rychlou patentovou rešerši?	68
826	Poskytuje úřad  expresní patentovou rešerši?	68
827	provádí úřad  expresní patentovou rešerši?	68
828	delá úřad  expresní patentovou rešerši?	68
829	provádíte  expresní patentovou rešerši?	68
830	děláte  expresní patentovou rešerši?	68
831	Poskytujete expresní patentovou rešerši?	68
832	Doba zpracování patentové rešerše	68
833	Doba zpracování rešerše patentů úřadem	68
834	Existuje způsob, jak urychlit patentovou rešerši?	68
835	Jak dlouho obvykle trvá, než obdržím výsledky patentové rešerše?	68
836	Jak dlouho obvykle trvá, než dostanu výsledky patentové rešerše?	68
837	Poskytuje úřad služby expresních patentových rešerší?	68
838	provádí úřad služby expresních patentových rešerší?	68
839	delá úřad služby expresních patentových rešerší?	68
840	provádíte služby expresních patentových rešerší?	68
841	děláte služby expresních patentových rešerší?	68
842	Poskytujete služby expresních patentových rešerší?	68
843	V čem je rozdíl mezi patentem a užitným vzorem?	69
844	Jaký je rozdíl mezi patentem a užitným vzorem?	69
845	vysvětli rozdíl mezi patentem a užitným vzorem?	69
846	pověz mi rozdíl mezi patentem a užitným vzorem?	69
847	řekni mi rozdíl mezi patentem a užitným vzorem?	69
848	řekni mi, jaký je rozdíl mezi patentem a užitným vzorem?	69
849	Jak se liší patenty a užitné vzory ?	69
850	čím se liší patenty a užitné vzory ?	69
851	Jak se liší patenty od užitných vzorů?	69
852	čím se liší patenty od užitných vzorů?	69
853	Jak se liší patent a užitný vzor ?	69
854	čím se liší patent a užitný vzor ?	69
855	Jak se liší patent od užitného vzoru?	69
856	čím se liší patent od užitného vzoru?	69
857	Co lze chránit patentem a co užitným vzorem?	70
858	Co je možné chránit patentem a co užitným vzorem?	70
859	Co se může chránit patentem a co užitným vzorem?	70
860	Mohou být ochráněny stejné věci patenty a užitnými vzory?	70
861	Co znamená, že užitný vzor je zapsán na základě registračního principu?	71
862	Co je registrační princip u užitného vzoru?	71
863	Co znamená registrační princip u užitného vzoru?	71
864	Kdy je lepší zvolit ochranu pomocí užitného vzoru?	71
865	Kdy je výhodnější zvolit ochranu pomocí užitného vzoru?	71
866	Pro co je ideální ochrana užitným vzorem?	71
867	Pro jaké objekty je ideální ochrana užitným vzorem?	71
868	Pro jaké předměty je ideální ochrana užitným vzorem?	71
869	Pro co je lepší ochrana užitným vzorem?	71
870	Pro jaké objekty je lepší ochrana užitným vzorem?	71
871	Pro jaké předměty je lepší ochrana užitným vzorem?	71
872	Pro co je vhodnější ochrana užitným vzorem?	71
873	Pro jaké objekty je vhodnější ochrana užitným vzorem?	71
874	Pro jaké předměty je vhodnější ochrana užitným vzorem?	71
875	Jak dlouho platí patent a jak dlouho užitný vzor?	72
876	Jak dlouho může platit patent a jak dlouho užitný vzor?	72
877	Co je užitný vzor?	73
878	Co se dá chránit užitným vzorem?	73
879	Co lze chránit užitným vzorem?	73
880	Co je možné chránit užitným vzorem?	73
881	definice užitného vzoru	73
882	Jaké jsou výhody zápisu užitného vzoru oproti patentu?	74
883	Jak dlouho trvá zápis užitného vzoru?	74
884	Za jak dlouho je užitný vzor zapsán do rejstříku?	74
885	Jsou účinky zápisu užitného vzoru stejné jako u patentu?	74
886	Jsou účinky zápisu užitného vzoru srovnatelné jako u patentu?	74
887	Jak  lze provést rešerši užitných vzorů?	75
888	Kde  lze provést rešerši užitných vzorů?	75
889	Jakým způsobem lze provést rešerši užitných vzorů?	75
890	Jak  můžu provést rešerši užitných vzorů?	75
891	Kde  můžu provést rešerši užitných vzorů?	75
892	Jakým způsobem můžu provést rešerši užitných vzorů?	75
893	Jak  mohu provést rešerši užitných vzorů?	75
894	Kde  mohu provést rešerši užitných vzorů?	75
895	Jakým způsobem mohu provést rešerši užitných vzorů?	75
896	Jak  se může provést rešerši užitných vzorů?	75
897	Kde  se může provést rešerši užitných vzorů?	75
898	Jakým způsobem se může provést rešerši užitných vzorů?	75
899	Jak  lze  udělat rešerši užitných vzorů?	75
900	Kde  lze  udělat rešerši užitných vzorů?	75
901	Jakým způsobem lze  udělat rešerši užitných vzorů?	75
902	Jak  můžu  udělat rešerši užitných vzorů?	75
903	Kde  můžu  udělat rešerši užitných vzorů?	75
904	Jakým způsobem můžu  udělat rešerši užitných vzorů?	75
905	Jak  mohu  udělat rešerši užitných vzorů?	75
906	Kde  mohu  udělat rešerši užitných vzorů?	75
907	Jakým způsobem mohu  udělat rešerši užitných vzorů?	75
908	Jak  se může udělat rešerši užitných vzorů?	75
909	Kde  se může udělat rešerši užitných vzorů?	75
910	Jakým způsobem se může udělat rešerši užitných vzorů?	75
911	Jak  lze  provedu rešerši užitných vzorů?	75
912	Kde  lze  provedu rešerši užitných vzorů?	75
913	Jakým způsobem lze  provedu rešerši užitných vzorů?	75
914	Jak  můžu  provedu rešerši užitných vzorů?	75
915	Kde  můžu  provedu rešerši užitných vzorů?	75
916	Jakým způsobem můžu  provedu rešerši užitných vzorů?	75
917	Jak  mohu  provedu rešerši užitných vzorů?	75
918	Kde  mohu  provedu rešerši užitných vzorů?	75
919	Jakým způsobem mohu  provedu rešerši užitných vzorů?	75
920	Jak  se může provedu rešerši užitných vzorů?	75
921	Kde  se může provedu rešerši užitných vzorů?	75
922	Jakým způsobem se může provedu rešerši užitných vzorů?	75
923	Jak  lze  udělám rešerši užitných vzorů?	75
924	Kde  lze  udělám rešerši užitných vzorů?	75
925	Jakým způsobem lze  udělám rešerši užitných vzorů?	75
926	Jak  můžu  udělám rešerši užitných vzorů?	75
927	Kde  můžu  udělám rešerši užitných vzorů?	75
928	Jakým způsobem můžu  udělám rešerši užitných vzorů?	75
929	Jak  mohu  udělám rešerši užitných vzorů?	75
930	Kde  mohu  udělám rešerši užitných vzorů?	75
931	Jakým způsobem mohu  udělám rešerši užitných vzorů?	75
932	Jak  se může udělám rešerši užitných vzorů?	75
933	Kde  se může udělám rešerši užitných vzorů?	75
934	Jakým způsobem se může udělám rešerši užitných vzorů?	75
935	objednávka rešerše užitných vzorů	75
936	rešerše užitných vzorů	75
937	Jaký je postup objednání rešeršních služeb pro užitné vzory Úřadu?	76
938	Jak podat objednávku rešerše užitných vzorů u Úřadu?	76
939	Kde podat objednávku rešerše užitných vzorů u Úřadu?	76
940	Jak  objednat rešerši užitných vzorů u Úřadu?	76
941	Kde objednat rešerši užitných vzorů u Úřadu?	76
942	Za jak dlouho je hotová rešerše užitných vzorů?	76
943	Jak dlouho trvá rešerše užitných vzorů?	76
944	expresní rešeršní služby užitných vzorů	77
945	rešeršní služby Úřadu k užitným vzorům	77
946	rešeršní služby Úřadu pro užitné vzory	77
947	cena za přihlášku užitného vzoru	78
948	poplatek za přihlášku užitného vzoru	78
949	kolik stojí za přihlášku užitného vzoru	78
950	cena za podání přihlášky užitného vzoru	78
951	poplatek za podání přihlášky užitného vzoru	78
952	kolik stojí za podání přihlášky užitného vzoru	78
953	Kolik stojí podání přihlášky užitného vzoru?	78
954	Kolik stojí užitný vzor	78
955	Cena užitného vzoru	78
956	Kolik stojí přihláška užitného vzoru?	78
957	Kolik stojí přihlášení užitného vzoru?	78
958	sleva na správní poplatek při elektronickém podání přihlášky užitného vzoru	78
959	možnosti zaplacení správního poplatku za podání přihlášky užitného vzoru	78
960	poplatek za prodloužení platnosti zápisu užitného vzoru	79
961	poplatek za prodloužení platnosti užitného vzoru	79
962	Jak mohu prodloužit platnost zápisu užitného vzoru?	79
963	jakým způsobem mohu prodloužit platnost zápisu užitného vzoru?	79
964	Jak  můžu prodloužit platnost zápisu užitného vzoru?	79
965	jakým způsobem můžu prodloužit platnost zápisu užitného vzoru?	79
966	Jak  mám prodloužit platnost zápisu užitného vzoru?	79
967	jakým způsobem mám prodloužit platnost zápisu užitného vzoru?	79
968	Doba platnosti zápisu užitného vzoru	79
969	maximální doba platnosti zápisu užitného vzoru	79
970	prodloužení užitného vzoru	79
971	obnova platnosti užitného vzoru	79
972	formulář pro prodloužení platnosti užitného vzoru	79
973	formulář pro obnovu platnosti užitného vzoru	79
974	formulář prodloužení platnosti užitného vzoru	79
975	Kde se mohu podívat na souhrnnou informaci o poplatcích?	79
976	Kde najdu souhrnnou informaci o poplatcích?	79
977	přehled všech poplatků	79
978	sazebník úhrad nákladů	79
979	Kde na webu UPV jsou informace o poplatcích?	79
980	souhrn poplatků	79
981	souhrn správnch poplatků	79
982	přehled poplatků	79
983	obecně o poplatcích	79
984	ceník	79
985	Můžete mi sdělit , kde najdu přehled poplatků?	79
986	Můžete mi říct , kde najdu přehled poplatků?	79
987	Můžete mi dát odkaz, kde najdu přehled poplatků?	79
988	Jak mohu dohledat sazebník úhrad nákladů?	79
989	Kde mohu najít informace o cenách ?	79
990	Kde mohu najít informace o poplatcích?	79
991	Kde mohu najít přehled všech poplatků na webu UPV?	79
992	Kde můžu najít přehled všech poplatků na webu UPV?	79
993	Kde najdu přehled všech poplatků na webu UPV?	79
994	Kde je přehled všech poplatků na webu UPV?	79
995	možnosti úhrady poplatků	80
996	možnosti úhrady poplatků obecně	80
997	Mohu poplatky uhradit v hotovosti na pokladně Úřadu?	80
998	Lze poplatky uhradit v hotovosti na pokladně Úřadu?	80
999	Můžu poplatky uhradit v hotovosti na pokladně Úřadu?	80
1000	Je možné poplatky uhradit v hotovosti na pokladně Úřadu?	80
1001	Co když chci poplatky uhradit v hotovosti na pokladně Úřadu?	80
1002	Mohu poplatky zaplatit v hotovosti na pokladně Úřadu?	80
1003	Lze poplatky zaplatit v hotovosti na pokladně Úřadu?	80
1004	Můžu poplatky zaplatit v hotovosti na pokladně Úřadu?	80
1005	Je možné poplatky zaplatit v hotovosti na pokladně Úřadu?	80
1006	Co když chci poplatky zaplatit v hotovosti na pokladně Úřadu?	80
1007	Mohu možné poplatky zaplatit bankovním převodem?	80
1008	Lze možné poplatky zaplatit bankovním převodem?	80
1009	Můžu možné poplatky zaplatit bankovním převodem?	80
1010	Je možné možné poplatky zaplatit bankovním převodem?	80
1011	Co když chci možné poplatky zaplatit bankovním převodem?	80
1012	Mohu poplatky uhradit složenkou?	80
1013	Lze poplatky uhradit složenkou?	80
1014	Můžu poplatky uhradit složenkou?	80
1015	Je možné poplatky uhradit složenkou?	80
1016	Co když chci poplatky uhradit složenkou?	80
1017	Mohu  poplatek zaplatit kolky?	80
1018	Lze  poplatek zaplatit kolky?	80
1019	Můžu  poplatek zaplatit kolky?	80
1020	Je možné  poplatek zaplatit kolky?	80
1021	Co když chci poplatek zaplatit kolky?	80
1022	informace o výši poplatků	80
1023	informace o platbě poukázkou, platbě kauce a platbách do Evropského patentového úřadu	80
1024	Jaké jsou podmínky přijímání dokumentů na podatelně Úřadu?	80
1025	Kde se mohu informovat o provozu podatelny Úřadu?	81
1026	Informace o provozu podatelny	81
1027	formát variabilního symbolu pro platbu poplatků Úřadu	82
1028	Jak je vytvářen variabilní symbol, když je podání odesíláno elektronicky?	82
1029	Jaké pravidla platí pro tvorbu variabilního symbolu pro platbu poplatků?	82
1030	variabilní symbol pro platbu poplatků před Úřadem	82
1031	Kde najdu informace o variabilních symbolech pro platbu poplatků?	82
1032	Kde jsou informace o variabilních symbolech pro platbu poplatků?	82
1033	Kde mohu najít informace o variabilních symbolech pro platbu poplatků?	82
1034	Kde můžu najít informace o variabilních symbolech pro platbu poplatků?	82
1035	Jak je generován variabilní symbol pro platbu poplatků?	82
1036	Jakým způsobem je generován variabilní symbol pro platbu poplatků?	82
1037	Jak  se generuje variabilní symbol pro platbu poplatků?	82
1038	Jakým způsobem se generuje variabilní symbol pro platbu poplatků?	82
1039	tvorba variabilního symbolu pro platbu poplatků	82
1040	variabilní symbol	82
1041	počet míst variabilního symbolu	82
1042	variabilní symbol pro elektronické podání	82
1043	právní předpisy týkající se poplatků	83
1044	právní předpisy ohledně poplatků	83
1045	právní předpisy k poplatkům	83
1046	právní předpisy ke správním poplatkům	83
1047	Jaké předpisy se týkají poplatků?	83
1048	Které předpisy se týkají poplatků?	83
1049	Kde lze najít předpisy týkající se poplatků?	83
1050	Kde najdu předpisy týkající se poplatků?	83
1051	Kde mohu najít předpisy týkající se poplatků?	83
1052	Kde můžu najít předpisy týkající se poplatků?	83
1053	Kde lze najít předpisy ohledně poplatků?	83
1054	Kde najdu předpisy ohledně poplatků?	83
1055	Kde mohu najít předpisy ohledně poplatků?	83
1056	Kde můžu najít předpisy ohledně poplatků?	83
1057	Kde lze najít informace o předpisech k popatkům?	83
1058	Kde najdu informace o předpisech k popatkům?	83
1059	Kde mohu najít informace o předpisech k popatkům?	83
1060	Kde můžu najít informace o předpisech k popatkům?	83
1061	zákony o poplatcích	83
1062	Kde najdu zákony, které se týkají poplatků	83
1063	Jaké právní předpisy upravují poplatky?	83
1064	Jaké právní předpisy regulují poplatky?	83
1065	seznam právních předpisů, které regulují poplatky	83
1066	seznam právních předpisů, které upravují poplatky	83
1067	Jaký je význam průmyslového vzoru?	84
1068	Co je průmyslový vzor?	84
1069	definice průmyslového vzoru	84
1070	Můžete mi vysvětlit pojem průmyslový vzor?	84
1071	můžeš mi vysvětlit pojem průmyslový vzor?	84
1072	Jak se vytváří průmyslový vzor?	84
1073	Jakým způsobem se vytváří průmyslový vzor?	84
1074	Co přesně znamená průmyslový vzor?	84
1075	Co obnáší průmyslový vzor?	84
1076	charakteristiky průmyslového vzoru	84
1077	Jaké vlastnosti má průmyslový vzor?	84
1078	Můžete mi poskytnout definici průmyslového vzoru?	84
1079	můžeš mi poskytnout definici průmyslového vzoru?	84
1080	Můžete mi říct definici průmyslového vzoru?	84
1081	můžeš mi říct definici průmyslového vzoru?	84
1082	Můžete mi dát definici průmyslového vzoru?	84
1083	můžeš mi dát definici průmyslového vzoru?	84
1084	rešerše pro ověření novosti průmyslového vzoru	85
1085	ověření novosti průmyslového vzoru	85
1086	novost průmyslového vzoru	85
1087	rešerše průmyslového vzoru	85
1088	databáze pro rešerši průmyslových vzorů	85
1089	Jak  lze provést rešerši průmyslového vzoru?	85
1090	Kde lze provést rešerši průmyslového vzoru?	85
1091	Jak  můžu provést rešerši průmyslového vzoru?	85
1092	Kde můžu provést rešerši průmyslového vzoru?	85
1093	Jak  mohu provést rešerši průmyslového vzoru?	85
1094	Kde mohu provést rešerši průmyslového vzoru?	85
1095	Jak  se může provést rešerši průmyslového vzoru?	85
1096	Kde se může provést rešerši průmyslového vzoru?	85
