	question	class
558	Může se získat patent na vědecké teorie?	29
559	Je možné  mít patent na vědecké teorie?	29
560	Lze  mít patent na vědecké teorie?	29
561	Můžu  mít patent na vědecké teorie?	29
562	Mohu  mít patent na vědecké teorie?	29
563	Může se mít patent na vědecké teorie?	29
564	Je možné  dostat patent na vědecké teorie?	29
565	Lze  dostat patent na vědecké teorie?	29
566	Můžu  dostat patent na vědecké teorie?	29
567	Mohu  dostat patent na vědecké teorie?	29
568	Může se dostat patent na vědecké teorie?	29
569	Je možné získat  patentovat vědecké teorie?	29
570	Lze získat  patentovat vědecké teorie?	29
571	Můžu získat  patentovat vědecké teorie?	29
572	Mohu získat  patentovat vědecké teorie?	29
573	Může se získat  patentovat vědecké teorie?	29
574	Je možné  mít  patentovat vědecké teorie?	29
575	Lze  mít  patentovat vědecké teorie?	29
576	Můžu  mít  patentovat vědecké teorie?	29
577	Mohu  mít  patentovat vědecké teorie?	29
578	Může se mít  patentovat vědecké teorie?	29
579	Je možné  dostat patentovat vědecké teorie?	29
580	Lze  dostat patentovat vědecké teorie?	29
581	Můžu  dostat patentovat vědecké teorie?	29
582	Mohu  dostat patentovat vědecké teorie?	29
583	Může se dostat patentovat vědecké teorie?	29
584	Na jaké vynálezy jsou udělovány patenty ?	29
585	Na jaké vynálezy je možné udělit patent ?	29
586	Na jaké vynálezy může být udělen patent?	29
587	Jaké jsou zásady pro udělování patentů?	29
588	Je možné získat patent na estetický výtvor?	29
589	Lze získat patent na estetický výtvor?	29
590	Můžu získat patent na estetický výtvor?	29
591	Mohu získat patent na estetický výtvor?	29
592	Může se získat patent na estetický výtvor?	29
593	Je možné  mít patent na estetický výtvor?	29
594	Lze  mít patent na estetický výtvor?	29
595	Můžu  mít patent na estetický výtvor?	29
596	Mohu  mít patent na estetický výtvor?	29
597	Může se mít patent na estetický výtvor?	29
598	Je možné  dostat patent na estetický výtvor?	29
599	Lze  dostat patent na estetický výtvor?	29
600	Můžu  dostat patent na estetický výtvor?	29
601	Mohu  dostat patent na estetický výtvor?	29
602	Může se dostat patent na estetický výtvor?	29
603	Je možné získat  patentovat estetický výtvor?	29
604	Lze získat  patentovat estetický výtvor?	29
605	Můžu získat  patentovat estetický výtvor?	29
606	Mohu získat  patentovat estetický výtvor?	29
607	Může se získat  patentovat estetický výtvor?	29
608	Je možné  mít  patentovat estetický výtvor?	29
609	Lze  mít  patentovat estetický výtvor?	29
610	Můžu  mít  patentovat estetický výtvor?	29
611	Mohu  mít  patentovat estetický výtvor?	29
612	Může se mít  patentovat estetický výtvor?	29
613	Je možné  dostat patentovat estetický výtvor?	29
614	Lze  dostat patentovat estetický výtvor?	29
615	Můžu  dostat patentovat estetický výtvor?	29
616	Mohu  dostat patentovat estetický výtvor?	29
617	Může se dostat patentovat estetický výtvor?	29
618	Je možné získat patent na novou odrůdu rostliny?	29
619	Lze získat patent na novou odrůdu rostliny?	29
620	Můžu získat patent na novou odrůdu rostliny?	29
621	Mohu získat patent na novou odrůdu rostliny?	29
622	Může se získat patent na novou odrůdu rostliny?	29
623	Je možné  mít patent na novou odrůdu rostliny?	29
624	Lze  mít patent na novou odrůdu rostliny?	29
625	Můžu  mít patent na novou odrůdu rostliny?	29
626	Mohu  mít patent na novou odrůdu rostliny?	29
627	Může se mít patent na novou odrůdu rostliny?	29
628	Je možné  dostat patent na novou odrůdu rostliny?	29
629	Lze  dostat patent na novou odrůdu rostliny?	29
630	Můžu  dostat patent na novou odrůdu rostliny?	29
631	Mohu  dostat patent na novou odrůdu rostliny?	29
632	Může se dostat patent na novou odrůdu rostliny?	29
633	Je možné získat  patentovat novou odrůdu rostliny?	29
634	Lze získat  patentovat novou odrůdu rostliny?	29
635	Můžu získat  patentovat novou odrůdu rostliny?	29
636	Mohu získat  patentovat novou odrůdu rostliny?	29
637	Může se získat  patentovat novou odrůdu rostliny?	29
638	Je možné  mít  patentovat novou odrůdu rostliny?	29
639	Lze  mít  patentovat novou odrůdu rostliny?	29
640	Můžu  mít  patentovat novou odrůdu rostliny?	29
641	Mohu  mít  patentovat novou odrůdu rostliny?	29
642	Může se mít  patentovat novou odrůdu rostliny?	29
643	Je možné  dostat patentovat novou odrůdu rostliny?	29
644	Lze  dostat patentovat novou odrůdu rostliny?	29
645	Můžu  dostat patentovat novou odrůdu rostliny?	29
646	Mohu  dostat patentovat novou odrůdu rostliny?	29
647	Může se dostat patentovat novou odrůdu rostliny?	29
648	Je možné získat patentovat i na biotechnologické postupy a produkty?	29
649	Lze získat patentovat i na biotechnologické postupy a produkty?	29
650	Můžu získat patentovat i na biotechnologické postupy a produkty?	29
651	Mohu získat patentovat i na biotechnologické postupy a produkty?	29
652	Může se získat patentovat i na biotechnologické postupy a produkty?	29
653	Je možné  mít patentovat i na biotechnologické postupy a produkty?	29
654	Lze  mít patentovat i na biotechnologické postupy a produkty?	29
655	Můžu  mít patentovat i na biotechnologické postupy a produkty?	29
656	Mohu  mít patentovat i na biotechnologické postupy a produkty?	29
657	Může se mít patentovat i na biotechnologické postupy a produkty?	29
658	Je možné  dostat patentovat i na biotechnologické postupy a produkty?	29
659	Lze  dostat patentovat i na biotechnologické postupy a produkty?	29
660	Můžu  dostat patentovat i na biotechnologické postupy a produkty?	29
661	Mohu  dostat patentovat i na biotechnologické postupy a produkty?	29
662	Může se dostat patentovat i na biotechnologické postupy a produkty?	29
663	Je možné získat  patenty i na biotechnologické postupy a produkty?	29
664	Lze získat  patenty i na biotechnologické postupy a produkty?	29
665	Můžu získat  patenty i na biotechnologické postupy a produkty?	29
666	Mohu získat  patenty i na biotechnologické postupy a produkty?	29
667	Může se získat  patenty i na biotechnologické postupy a produkty?	29
668	Je možné  mít  patenty i na biotechnologické postupy a produkty?	29
669	Lze  mít  patenty i na biotechnologické postupy a produkty?	29
670	Můžu  mít  patenty i na biotechnologické postupy a produkty?	29
671	Mohu  mít  patenty i na biotechnologické postupy a produkty?	29
672	Může se mít  patenty i na biotechnologické postupy a produkty?	29
673	Je možné  dostat patenty i na biotechnologické postupy a produkty?	29
674	Lze  dostat patenty i na biotechnologické postupy a produkty?	29
675	Můžu  dostat patenty i na biotechnologické postupy a produkty?	29
676	Mohu  dostat patenty i na biotechnologické postupy a produkty?	29
677	Může se dostat patenty i na biotechnologické postupy a produkty?	29
678	Je možné získat  patent i na biotechnologické postupy a produkty?	29
679	Lze získat  patent i na biotechnologické postupy a produkty?	29
680	Můžu získat  patent i na biotechnologické postupy a produkty?	29
681	Mohu získat  patent i na biotechnologické postupy a produkty?	29
682	Může se získat  patent i na biotechnologické postupy a produkty?	29
683	Je možné  mít  patent i na biotechnologické postupy a produkty?	29
684	Lze  mít  patent i na biotechnologické postupy a produkty?	29
685	Můžu  mít  patent i na biotechnologické postupy a produkty?	29
686	Mohu  mít  patent i na biotechnologické postupy a produkty?	29
687	Může se mít  patent i na biotechnologické postupy a produkty?	29
688	Je možné  dostat patent i na biotechnologické postupy a produkty?	29
689	Lze  dostat patent i na biotechnologické postupy a produkty?	29
690	Můžu  dostat patent i na biotechnologické postupy a produkty?	29
691	Mohu  dostat patent i na biotechnologické postupy a produkty?	29
692	Může se dostat patent i na biotechnologické postupy a produkty?	29
693	Lze získat patent na program pro počítače?	29
694	Lze získat patent na software?	29
695	Co nelze patentovat?	29
696	Co nejde patentovat?	29
697	Co není možné patentovat?	29
698	Co nemůžu patentovat?	29
699	Je možné získat patent na léčebný postup pro zvířata?	29
700	Lze získat patent na léčebný postup pro zvířata?	29
701	Můžu získat patent na léčebný postup pro zvířata?	29
702	Mohu získat patent na léčebný postup pro zvířata?	29
703	Může se získat patent na léčebný postup pro zvířata?	29
704	Je možné  mít patent na léčebný postup pro zvířata?	29
705	Lze  mít patent na léčebný postup pro zvířata?	29
706	Můžu  mít patent na léčebný postup pro zvířata?	29
707	Mohu  mít patent na léčebný postup pro zvířata?	29
708	Může se mít patent na léčebný postup pro zvířata?	29
709	Je možné  dostat patent na léčebný postup pro zvířata?	29
710	Lze  dostat patent na léčebný postup pro zvířata?	29
711	Můžu  dostat patent na léčebný postup pro zvířata?	29
712	Mohu  dostat patent na léčebný postup pro zvířata?	29
713	Může se dostat patent na léčebný postup pro zvířata?	29
714	Je možné získat  patentovat léčebný postup pro zvířata?	29
715	Lze získat  patentovat léčebný postup pro zvířata?	29
716	Můžu získat  patentovat léčebný postup pro zvířata?	29
717	Mohu získat  patentovat léčebný postup pro zvířata?	29
718	Může se získat  patentovat léčebný postup pro zvířata?	29
719	Je možné  mít  patentovat léčebný postup pro zvířata?	29
720	Lze  mít  patentovat léčebný postup pro zvířata?	29
721	Můžu  mít  patentovat léčebný postup pro zvířata?	29
722	Mohu  mít  patentovat léčebný postup pro zvířata?	29
723	Může se mít  patentovat léčebný postup pro zvířata?	29
724	Je možné  dostat patentovat léčebný postup pro zvířata?	29
725	Lze  dostat patentovat léčebný postup pro zvířata?	29
726	Můžu  dostat patentovat léčebný postup pro zvířata?	29
727	Mohu  dostat patentovat léčebný postup pro zvířata?	29
728	Může se dostat patentovat léčebný postup pro zvířata?	29
729	ověření novosti vynálezu	30
730	novost vynálezu	30
731	jedna z podmínek patentovatelnosti	30
732	podmínka patentovatelnosti	30
733	Jak  lze provést rešerši patentů?	30
734	Kde lze provést rešerši patentů?	30
735	Jak  můžu provést rešerši patentů?	30
736	Kde můžu provést rešerši patentů?	30
737	Jak  mohu provést rešerši patentů?	30
738	Kde mohu provést rešerši patentů?	30
739	Jak  se může provést rešerši patentů?	30
740	Kde se může provést rešerši patentů?	30
741	Jak  lze  udělat rešerši patentů?	30
742	Kde lze  udělat rešerši patentů?	30
743	Jak  můžu  udělat rešerši patentů?	30
744	Kde můžu  udělat rešerši patentů?	30
745	Jak  mohu  udělat rešerši patentů?	30
746	Kde mohu  udělat rešerši patentů?	30
747	Jak  se může udělat rešerši patentů?	30
748	Kde se může udělat rešerši patentů?	30
749	Jak  lze  provedu rešerši patentů?	30
750	Kde lze  provedu rešerši patentů?	30
751	Jak  můžu  provedu rešerši patentů?	30
752	Kde můžu  provedu rešerši patentů?	30
753	Jak  mohu  provedu rešerši patentů?	30
754	Kde mohu  provedu rešerši patentů?	30
755	Jak  se může provedu rešerši patentů?	30
756	Kde se může provedu rešerši patentů?	30
757	Jak  lze  udělám rešerši patentů?	30
758	Kde lze  udělám rešerši patentů?	30
759	Jak  můžu  udělám rešerši patentů?	30
760	Kde můžu  udělám rešerši patentů?	30
761	Jak  mohu  udělám rešerši patentů?	30
762	Kde mohu  udělám rešerši patentů?	30
763	Jak  se může udělám rešerši patentů?	30
764	Kde se může udělám rešerši patentů?	30
765	odkaz pro ověření novosti vynálezu	30
766	zdroje pro ověření novosti vynálezu	30
767	zahraniční databáze pro ověření novosti vynálezu	30
768	patentová rešerše	30
769	rešerše patentu	30
770	Jak podat objednávku patentové rešerše u Úřadu?	30
771	Kde podat objednávku patentové rešerše u Úřadu?	30
772	Jak  objednat patentovou rešerši u Úřadu?	30
773	Kde objednat patentovou rešerši u Úřadu?	30
774	objednávka patentové rešerše	30
775	rešeršní služby úřadu pro vynálezy	30
776	Jaká je výše správního poplatku za podání přihlášky vynálezu ?	31
777	Jaká je výše správního poplatku za podání přihlášky patentu?	31
778	poplatek za podání přihlášky vynálezu	31
779	poplatek za podání přihlášky patentu	31
780	sleva při elektronickém podání přihlášky vynálezu	31
781	sleva při elektronickém podání přihlášky patentu	31
782	poplatky patentu v platnosti	31
783	poplatek patentu v platnosti	31
784	udržovací poplatek patentu v platnosti	31
785	poplatek za udržování patentu v platnosti	31
786	Jak je možné uhradit správní poplatek za podání přihlášky vynálezu ?	31
787	Jak lze uhradit správní poplatek za podání přihlášky vynálezu ?	31
788	Jak můžu uhradit správní poplatek za podání přihlášky vynálezu ?	31
789	Jak mohu uhradit správní poplatek za podání přihlášky vynálezu ?	31
790	Jak je možné  zaplatit správní poplatek za podání přihlášky vynálezu ?	31
791	Jak lze  zaplatit správní poplatek za podání přihlášky vynálezu ?	31
792	Jak můžu  zaplatit správní poplatek za podání přihlášky vynálezu ?	31
793	Jak mohu zaplatit správní poplatek za podání přihlášky vynálezu ?	31
794	Jak je možné uhradit správní poplatek za podání přihlášky patentu?	31
795	Jak lze uhradit správní poplatek za podání přihlášky patentu?	31
796	Jak můžu uhradit správní poplatek za podání přihlášky patentu?	31
797	Jak mohu uhradit správní poplatek za podání přihlášky patentu?	31
798	Jak je možné  zaplatit správní poplatek za podání přihlášky patentu?	31
799	Jak lze  zaplatit správní poplatek za podání přihlášky patentu?	31
800	Jak můžu  zaplatit správní poplatek za podání přihlášky patentu?	31
801	Jak mohu zaplatit správní poplatek za podání přihlášky patentu?	31
802	Jaký hradí poplatek po udělení patentu?	31
803	Jaký se hradí poplatek po udělení patentu?	31
804	Který hradí poplatek po udělení patentu?	31
805	Který se hradí poplatek po udělení patentu?	31
806	Jak hradí poplatek po udělení patentu?	31
807	Jak se hradí poplatek po udělení patentu?	31
808	Jaký  platí poplatek po udělení patentu?	31
809	Jaký se  platí poplatek po udělení patentu?	31
810	Který  platí poplatek po udělení patentu?	31
811	Který se  platí poplatek po udělení patentu?	31
812	Jak  platí poplatek po udělení patentu?	31
813	Jak se platí poplatek po udělení patentu?	31
814	Jaký  mám zaplatit poplatek po udělení patentu?	31
815	Jaký se  mám zaplatit poplatek po udělení patentu?	31
816	Který  mám zaplatit poplatek po udělení patentu?	31
817	Který se  mám zaplatit poplatek po udělení patentu?	31
818	Jak  mám zaplatit poplatek po udělení patentu?	31
819	Jak se mám zaplatit poplatek po udělení patentu?	31
820	Jaký  zaplatit poplatek po udělení patentu?	31
821	Jaký se  zaplatit poplatek po udělení patentu?	31
822	Který  zaplatit poplatek po udělení patentu?	31
823	Který se  zaplatit poplatek po udělení patentu?	31
824	Jak  zaplatit poplatek po udělení patentu?	31
825	Jak se zaplatit poplatek po udělení patentu?	31
826	Jaký  uhradit poplatek po udělení patentu?	31
827	Jaký se  uhradit poplatek po udělení patentu?	31
828	Který  uhradit poplatek po udělení patentu?	31
829	Který se  uhradit poplatek po udělení patentu?	31
830	Jak  uhradit poplatek po udělení patentu?	31
831	Jak se uhradit poplatek po udělení patentu?	31
832	možnosti platby udržovacího poplatku	31
833	variabilní symbol při platbě udržovacího poplatku	31
834	informace o platbě poplatků za udělený patent	31
835	informace o platbě poplatků za udělený vynález	31
836	udržování patentu v platnosti	31
837	Jak dlouho trvá zpracování patentové rešerše?	32
838	expresní patentové rešerše	32
839	Poskytuje úřad rychlou patentovou rešerši?	32
840	provádí úřad rychlou patentovou rešerši?	32
841	delá úřad rychlou patentovou rešerši?	32
842	provádíte rychlou patentovou rešerši?	32
843	děláte rychlou patentovou rešerši?	32
844	Poskytujete rychlou patentovou rešerši?	32
845	Poskytuje úřad  expresní patentovou rešerši?	32
846	provádí úřad  expresní patentovou rešerši?	32
847	delá úřad  expresní patentovou rešerši?	32
848	provádíte  expresní patentovou rešerši?	32
849	děláte  expresní patentovou rešerši?	32
850	Poskytujete expresní patentovou rešerši?	32
851	Doba zpracování patentové rešerše	32
852	Doba zpracování rešerše patentů úřadem	32
853	Existuje způsob, jak urychlit patentovou rešerši?	32
854	Jak dlouho obvykle trvá, než obdržím výsledky patentové rešerše?	32
855	Jak dlouho obvykle trvá, než dostanu výsledky patentové rešerše?	32
856	Poskytuje úřad služby expresních patentových rešerší?	32
857	provádí úřad služby expresních patentových rešerší?	32
858	delá úřad služby expresních patentových rešerší?	32
859	provádíte služby expresních patentových rešerší?	32
860	děláte služby expresních patentových rešerší?	32
861	Poskytujete služby expresních patentových rešerší?	32
862	V čem je rozdíl mezi patentem a užitným vzorem?	33
863	Jaký je rozdíl mezi patentem a užitným vzorem?	33
864	vysvětli rozdíl mezi patentem a užitným vzorem?	33
865	pověz mi rozdíl mezi patentem a užitným vzorem?	33
866	řekni mi rozdíl mezi patentem a užitným vzorem?	33
867	řekni mi, jaký je rozdíl mezi patentem a užitným vzorem?	33
868	Jak se liší patenty a užitné vzory ?	33
869	čím se liší patenty a užitné vzory ?	33
870	Jak se liší patenty od užitných vzorů?	33
871	čím se liší patenty od užitných vzorů?	33
872	Jak se liší patent a užitný vzor ?	33
873	čím se liší patent a užitný vzor ?	33
874	Jak se liší patent od užitného vzoru?	33
875	čím se liší patent od užitného vzoru?	33
876	Co lze chránit patentem a co užitným vzorem?	33
877	Co je možné chránit patentem a co užitným vzorem?	33
878	Co se může chránit patentem a co užitným vzorem?	33
879	Mohou být ochráněny stejné věci patenty a užitnými vzory?	33
880	Co znamená, že užitný vzor je zapsán na základě registračního principu?	33
881	Co je registrační princip u užitného vzoru?	33
882	Co znamená registrační princip u užitného vzoru?	33
883	Kdy je lepší zvolit ochranu pomocí užitného vzoru?	33
884	Kdy je výhodnější zvolit ochranu pomocí užitného vzoru?	33
885	Kdy je lepší zvolit užitný vzor?	33
886	Kdy je výhodnější zvolit užitný vzor?	33
887	Kdy je vhodnější zvolit užitný vzor?	33
888	Kdy je ideální zvolit užitný vzor?	33
889	Pro co je ideální ochrana užitným vzorem?	33
890	Pro jaké objekty je ideální ochrana užitným vzorem?	33
891	Pro jaké předměty je ideální ochrana užitným vzorem?	33
892	Pro co je lepší ochrana užitným vzorem?	33
893	Pro jaké objekty je lepší ochrana užitným vzorem?	33
894	Pro jaké předměty je lepší ochrana užitným vzorem?	33
895	Pro co je vhodnější ochrana užitným vzorem?	33
896	Pro jaké objekty je vhodnější ochrana užitným vzorem?	33
897	Pro jaké předměty je vhodnější ochrana užitným vzorem?	33
898	rozdíl v nákladech na patent a užitný vzor	33
899	Jak dlouho platí patent a jak dlouho užitný vzor?	33
900	Jak dlouho může platit patent a jak dlouho užitný vzor?	33
901	Proč bych měl zvolit ochranu užitným vzorem namísto patentu?	33
902	Co je užitný vzor?	34
903	Jaké jsou výhody zápisu užitného vzoru oproti patentu?	34
904	definice užitného vzoru	34
905	Co se dá chránit užitným vzorem?	34
906	Co lze chránit užitným vzorem?	34
907	Co je možné chránit užitným vzorem?	34
908	Jsou předměty chránitelné patentem a užitným vzorem srovnatelné?	34
909	Jak dlouho trvá zápis užitného vzoru?	34
910	Za jak dlouho je užitný vzor zapsán do rejstříku?	34
911	Jsou účinky zápisu užitného vzoru stejné jako u patentu?	34
912	Jsou účinky zápisu užitného vzoru srovnatelné jako u patentu?	34
913	Jak  lze provést rešerši užitných vzorů?	35
914	Kde  lze provést rešerši užitných vzorů?	35
915	Jakým způsobem lze provést rešerši užitných vzorů?	35
916	Jak  můžu provést rešerši užitných vzorů?	35
917	Kde  můžu provést rešerši užitných vzorů?	35
918	Jakým způsobem můžu provést rešerši užitných vzorů?	35
919	Jak  mohu provést rešerši užitných vzorů?	35
920	Kde  mohu provést rešerši užitných vzorů?	35
921	Jakým způsobem mohu provést rešerši užitných vzorů?	35
922	Jak  se může provést rešerši užitných vzorů?	35
923	Kde  se může provést rešerši užitných vzorů?	35
924	Jakým způsobem se může provést rešerši užitných vzorů?	35
925	Jak  lze  udělat rešerši užitných vzorů?	35
926	Kde  lze  udělat rešerši užitných vzorů?	35
927	Jakým způsobem lze  udělat rešerši užitných vzorů?	35
928	Jak  můžu  udělat rešerši užitných vzorů?	35
929	Kde  můžu  udělat rešerši užitných vzorů?	35
930	Jakým způsobem můžu  udělat rešerši užitných vzorů?	35
931	Jak  mohu  udělat rešerši užitných vzorů?	35
932	Kde  mohu  udělat rešerši užitných vzorů?	35
933	Jakým způsobem mohu  udělat rešerši užitných vzorů?	35
934	Jak  se může udělat rešerši užitných vzorů?	35
935	Kde  se může udělat rešerši užitných vzorů?	35
936	Jakým způsobem se může udělat rešerši užitných vzorů?	35
937	Jak  lze  provedu rešerši užitných vzorů?	35
938	Kde  lze  provedu rešerši užitných vzorů?	35
939	Jakým způsobem lze  provedu rešerši užitných vzorů?	35
940	Jak  můžu  provedu rešerši užitných vzorů?	35
941	Kde  můžu  provedu rešerši užitných vzorů?	35
942	Jakým způsobem můžu  provedu rešerši užitných vzorů?	35
943	Jak  mohu  provedu rešerši užitných vzorů?	35
944	Kde  mohu  provedu rešerši užitných vzorů?	35
945	Jakým způsobem mohu  provedu rešerši užitných vzorů?	35
946	Jak  se může provedu rešerši užitných vzorů?	35
947	Kde  se může provedu rešerši užitných vzorů?	35
948	Jakým způsobem se může provedu rešerši užitných vzorů?	35
949	Jak  lze  udělám rešerši užitných vzorů?	35
950	Kde  lze  udělám rešerši užitných vzorů?	35
951	Jakým způsobem lze  udělám rešerši užitných vzorů?	35
952	Jak  můžu  udělám rešerši užitných vzorů?	35
953	Kde  můžu  udělám rešerši užitných vzorů?	35
954	Jakým způsobem můžu  udělám rešerši užitných vzorů?	35
955	Jak  mohu  udělám rešerši užitných vzorů?	35
956	Kde  mohu  udělám rešerši užitných vzorů?	35
957	Jakým způsobem mohu  udělám rešerši užitných vzorů?	35
958	Jak  se může udělám rešerši užitných vzorů?	35
959	Kde  se může udělám rešerši užitných vzorů?	35
960	Jakým způsobem se může udělám rešerši užitných vzorů?	35
961	objednávka rešerše užitných vzorů	35
962	rešerše užitných vzorů	35
963	Jaký je postup objednání rešeršních služeb pro užitné vzory Úřadu?	35
964	Jak podat objednávku rešerše užitných vzorů u Úřadu?	35
965	Kde podat objednávku rešerše užitných vzorů u Úřadu?	35
966	Jak  objednat rešerši užitných vzorů u Úřadu?	35
967	Kde objednat rešerši užitných vzorů u Úřadu?	35
968	Za jak dlouho je hotová rešerše užitných vzorů?	35
969	Jak dlouho trvá rešerše užitných vzorů?	35
970	expresní rešeršní služby užitných vzorů	35
971	8.rešeršní služby Úřadu k užitným vzorům	35
972	8.rešeršní služby Úřadu pro užitné vzory	35
973	rešerše užitných vzorů úřadem	35
974	poplatek za přihlášku užitného vzoru	36
975	poplatek za podání přihlášky užitného vzoru	36
976	Kolik stojí podání přihlášky užitného vzoru?	36
977	Kolik stojí přihláška užitného vzoru?	36
978	Kolik stojí přihlášení užitného vzoru?	36
979	sleva na správní poplatek při elektronickém podání přihlášky užitného vzoru	36
980	možnosti zaplacení správního poplatku za podání přihlášky užitného vzoru	36
981	poplatek za prodloužení platnosti zápisu užitného vzoru	36
982	poplatek za prodloužení platnosti užitného vzoru	36
983	Jak mohu prodloužit platnost zápisu užitného vzoru?	36
984	jakým způsobem mohu prodloužit platnost zápisu užitného vzoru?	36
985	Jak  můžu prodloužit platnost zápisu užitného vzoru?	36
986	jakým způsobem můžu prodloužit platnost zápisu užitného vzoru?	36
987	Jak  mám prodloužit platnost zápisu užitného vzoru?	36
988	jakým způsobem mám prodloužit platnost zápisu užitného vzoru?	36
989	Doba platnosti zápisu užitného vzoru	36
990	maximální doba platnosti zápisu užitného vzoru	36
991	obnova platnosti užitného vzoru	36
992	formulář pro obnovu platnosti užitného vzoru	36
993	formulář prodloužeí platnosti užitného vzoru	36
994	Kde se mohu podívat na souhrnnou informaci o poplatcích?	37
995	Kde najdu souhrnnou informaci o poplatcích?	37
996	přehled všech poplatků	37
997	sazebník úhrad nákladů	37
998	Kde na webu UPV jsou informace o poplatcích?	37
999	souhrn poplatků	37
1000	souhrn správnch poplatků	37
1001	přehled poplatků	37
1002	obecně o poplatcích	37
1003	ceník	37
1004	Můžete mi sdělit , kde najdu přehled poplatků?	37
1005	Můžete mi říct , kde najdu přehled poplatků?	37
1006	Můžete mi dát odkaz, kde najdu přehled poplatků?	37
1007	Jak mohu dohledat sazebník úhrad nákladů?	37
1008	Kde mohu najít informace o cenách ?	37
1009	Kde mohu najít informace o poplatcích?	37
1010	Kde mohu najít přehled všech poplatků na webu UPV?	37
1011	Kde můžu najít přehled všech poplatků na webu UPV?	37
1012	Kde najdu přehled všech poplatků na webu UPV?	37
1013	Kde je přehled všech poplatků na webu UPV?	37
1014	možnosti úhrady poplatků	38
1015	možnosti úhrady poplatků obecně	38
1016	Mohu poplatky uhradit v hotovosti na pokladně Úřadu?	38
1017	Lze poplatky uhradit v hotovosti na pokladně Úřadu?	38
1018	Můžu poplatky uhradit v hotovosti na pokladně Úřadu?	38
1019	Je možné poplatky uhradit v hotovosti na pokladně Úřadu?	38
1020	Co když chci poplatky uhradit v hotovosti na pokladně Úřadu?	38
1021	Mohu poplatky zaplatit v hotovosti na pokladně Úřadu?	38
1022	Lze poplatky zaplatit v hotovosti na pokladně Úřadu?	38
1023	Můžu poplatky zaplatit v hotovosti na pokladně Úřadu?	38
1024	Je možné poplatky zaplatit v hotovosti na pokladně Úřadu?	38
1025	Co když chci poplatky zaplatit v hotovosti na pokladně Úřadu?	38
1026	Mohu možné poplatky zaplatit bankovním převodem?	38
1027	Lze možné poplatky zaplatit bankovním převodem?	38
1028	Můžu možné poplatky zaplatit bankovním převodem?	38
1029	Je možné možné poplatky zaplatit bankovním převodem?	38
1030	Co když chci možné poplatky zaplatit bankovním převodem?	38
1031	Mohu poplatky uhradit složenkou?	38
1032	Lze poplatky uhradit složenkou?	38
1033	Můžu poplatky uhradit složenkou?	38
1034	Je možné poplatky uhradit složenkou?	38
1035	Co když chci poplatky uhradit složenkou?	38
1036	Mohu  poplatek zaplatit kolky?	38
1037	Lze  poplatek zaplatit kolky?	38
1038	Můžu  poplatek zaplatit kolky?	38
1039	Je možné  poplatek zaplatit kolky?	38
1040	Co když chci poplatek zaplatit kolky?	38
1041	informace o výši poplatků	38
1042	informace o platbě poukázkou, platbě kauce a platbách do Evropského patentového úřadu	38
1043	Jaké jsou podmínky přijímání dokumentů na podatelně Úřadu?	38
1044	Kde se mohu informovat o provozu podatelny Úřadu?	38
1045	Informace o provozu podatelny	38
1046	formát variabilního symbolu pro platbu poplatků Úřadu	39
1047	Jak je vytvářen variabilní symbol, když je podání odesíláno elektronicky?	39
1048	Jaké pravidla platí pro tvorbu variabilního symbolu pro platbu poplatků?	39
1049	variabilní symbol pro platbu poplatků před Úřadem	39
1050	Kde najdu informace o variabilních symbolech pro platbu poplatků?	39
1051	Kde jsou informace o variabilních symbolech pro platbu poplatků?	39
1052	Kde mohu najít informace o variabilních symbolech pro platbu poplatků?	39
1053	Kde můžu najít informace o variabilních symbolech pro platbu poplatků?	39
1054	Jak je generován variabilní symbol pro platbu poplatků?	39
1055	Jakým způsobem je generován variabilní symbol pro platbu poplatků?	39
1056	Jak  se generuje variabilní symbol pro platbu poplatků?	39
1057	Jakým způsobem se generuje variabilní symbol pro platbu poplatků?	39
1058	tvorba variabilního symbolu pro platbu poplatků	39
1059	variabilní symbol	39
1060	počet míst variabilního symbolu	39
1061	maximální počet míst variabilního symbolu	39
1062	variabilní symbol pro elektronické podání	39
1063	právní předpisy týkající se poplatků	40
1064	právní předpisy ohledně poplatků	40
1065	právní předpisy k poplatkům	40
1066	právní předpisy ke správním poplatkům	40
1067	Jaké předpisy se týkají poplatků?	40
1068	Které předpisy se týkají poplatků?	40
1069	Kde lze najít předpisy týkající se poplatků?	40
1070	Kde najdu předpisy týkající se poplatků?	40
1071	Kde mohu najít předpisy týkající se poplatků?	40
1072	Kde můžu najít předpisy týkající se poplatků?	40
1073	Kde lze najít předpisy ohledně poplatků?	40
1074	Kde najdu předpisy ohledně poplatků?	40
1075	Kde mohu najít předpisy ohledně poplatků?	40
1076	Kde můžu najít předpisy ohledně poplatků?	40
1077	Kde lze najít informace o předpisech k popatkům?	40
1078	Kde najdu informace o předpisech k popatkům?	40
1079	Kde mohu najít informace o předpisech k popatkům?	40
1080	Kde můžu najít informace o předpisech k popatkům?	40
1081	zákony o poplatcích	40
1082	Kde najdu zákony, které se týkají poplatků	40
1083	Jaké právní předpisy upravují poplatky?	40
1084	Jaké právní předpisy regulují poplatky?	40
1085	seznam právních předpisů, které regulují poplatky	40
1086	seznam právních předpisů, které upravují poplatky	40
1087	Jaký je význam průmyslového vzoru?	41
1088	Co je průmyslový vzor?	41
