	question	class
543	co znamena, pokud je ochranna znamka prohlasena za neplatnou?	28
544	dusledky zruseni ochranne znamky	28
545	dusledky prohlaseni ochranne znamky za neplatnou	28
546	co je mozne patentovat?	29
547	co lze patentovat?	29
548	co si muzu patentovat?	29
549	co muzu patentovat?	29
550	co mohu patentovat?	29
551	co si mohu patentovat?	29
552	co je patent?	29
553	co je vynalez?	29
554	je mozne ziskat patent na vedecke teorie?	29
555	lze ziskat patent na vedecke teorie?	29
556	muzu ziskat patent na vedecke teorie?	29
557	mohu ziskat patent na vedecke teorie?	29
558	muze se ziskat patent na vedecke teorie?	29
559	je mozne  mit patent na vedecke teorie?	29
560	lze  mit patent na vedecke teorie?	29
561	muzu  mit patent na vedecke teorie?	29
562	mohu  mit patent na vedecke teorie?	29
563	muze se mit patent na vedecke teorie?	29
564	je mozne  dostat patent na vedecke teorie?	29
565	lze  dostat patent na vedecke teorie?	29
566	muzu  dostat patent na vedecke teorie?	29
567	mohu  dostat patent na vedecke teorie?	29
568	muze se dostat patent na vedecke teorie?	29
569	je mozne ziskat  patentovat vedecke teorie?	29
570	lze ziskat  patentovat vedecke teorie?	29
571	muzu ziskat  patentovat vedecke teorie?	29
572	mohu ziskat  patentovat vedecke teorie?	29
573	muze se ziskat  patentovat vedecke teorie?	29
574	je mozne  mit  patentovat vedecke teorie?	29
575	lze  mit  patentovat vedecke teorie?	29
576	muzu  mit  patentovat vedecke teorie?	29
577	mohu  mit  patentovat vedecke teorie?	29
578	muze se mit  patentovat vedecke teorie?	29
579	je mozne  dostat patentovat vedecke teorie?	29
580	lze  dostat patentovat vedecke teorie?	29
581	muzu  dostat patentovat vedecke teorie?	29
582	mohu  dostat patentovat vedecke teorie?	29
583	muze se dostat patentovat vedecke teorie?	29
584	na jake vynalezy jsou udelovany patenty ?	29
585	na jake vynalezy je mozne udelit patent ?	29
586	na jake vynalezy muze byt udelen patent?	29
587	jake jsou zasady pro udelovani patentu?	29
588	je mozne ziskat patent na esteticky vytvor?	29
589	lze ziskat patent na esteticky vytvor?	29
590	muzu ziskat patent na esteticky vytvor?	29
591	mohu ziskat patent na esteticky vytvor?	29
592	muze se ziskat patent na esteticky vytvor?	29
593	je mozne  mit patent na esteticky vytvor?	29
594	lze  mit patent na esteticky vytvor?	29
595	muzu  mit patent na esteticky vytvor?	29
596	mohu  mit patent na esteticky vytvor?	29
597	muze se mit patent na esteticky vytvor?	29
598	je mozne  dostat patent na esteticky vytvor?	29
599	lze  dostat patent na esteticky vytvor?	29
600	muzu  dostat patent na esteticky vytvor?	29
601	mohu  dostat patent na esteticky vytvor?	29
602	muze se dostat patent na esteticky vytvor?	29
603	je mozne ziskat  patentovat esteticky vytvor?	29
604	lze ziskat  patentovat esteticky vytvor?	29
605	muzu ziskat  patentovat esteticky vytvor?	29
606	mohu ziskat  patentovat esteticky vytvor?	29
607	muze se ziskat  patentovat esteticky vytvor?	29
608	je mozne  mit  patentovat esteticky vytvor?	29
609	lze  mit  patentovat esteticky vytvor?	29
610	muzu  mit  patentovat esteticky vytvor?	29
611	mohu  mit  patentovat esteticky vytvor?	29
612	muze se mit  patentovat esteticky vytvor?	29
613	je mozne  dostat patentovat esteticky vytvor?	29
614	lze  dostat patentovat esteticky vytvor?	29
615	muzu  dostat patentovat esteticky vytvor?	29
616	mohu  dostat patentovat esteticky vytvor?	29
617	muze se dostat patentovat esteticky vytvor?	29
618	je mozne ziskat patent na novou odrudu rostliny?	29
619	lze ziskat patent na novou odrudu rostliny?	29
620	muzu ziskat patent na novou odrudu rostliny?	29
621	mohu ziskat patent na novou odrudu rostliny?	29
622	muze se ziskat patent na novou odrudu rostliny?	29
623	je mozne  mit patent na novou odrudu rostliny?	29
624	lze  mit patent na novou odrudu rostliny?	29
625	muzu  mit patent na novou odrudu rostliny?	29
626	mohu  mit patent na novou odrudu rostliny?	29
627	muze se mit patent na novou odrudu rostliny?	29
628	je mozne  dostat patent na novou odrudu rostliny?	29
629	lze  dostat patent na novou odrudu rostliny?	29
630	muzu  dostat patent na novou odrudu rostliny?	29
631	mohu  dostat patent na novou odrudu rostliny?	29
632	muze se dostat patent na novou odrudu rostliny?	29
633	je mozne ziskat  patentovat novou odrudu rostliny?	29
634	lze ziskat  patentovat novou odrudu rostliny?	29
635	muzu ziskat  patentovat novou odrudu rostliny?	29
636	mohu ziskat  patentovat novou odrudu rostliny?	29
637	muze se ziskat  patentovat novou odrudu rostliny?	29
638	je mozne  mit  patentovat novou odrudu rostliny?	29
639	lze  mit  patentovat novou odrudu rostliny?	29
640	muzu  mit  patentovat novou odrudu rostliny?	29
641	mohu  mit  patentovat novou odrudu rostliny?	29
642	muze se mit  patentovat novou odrudu rostliny?	29
643	je mozne  dostat patentovat novou odrudu rostliny?	29
644	lze  dostat patentovat novou odrudu rostliny?	29
645	muzu  dostat patentovat novou odrudu rostliny?	29
646	mohu  dostat patentovat novou odrudu rostliny?	29
647	muze se dostat patentovat novou odrudu rostliny?	29
648	je mozne ziskat patentovat i na biotechnologicke postupy a produkty?	29
649	lze ziskat patentovat i na biotechnologicke postupy a produkty?	29
650	muzu ziskat patentovat i na biotechnologicke postupy a produkty?	29
651	mohu ziskat patentovat i na biotechnologicke postupy a produkty?	29
652	muze se ziskat patentovat i na biotechnologicke postupy a produkty?	29
653	je mozne  mit patentovat i na biotechnologicke postupy a produkty?	29
654	lze  mit patentovat i na biotechnologicke postupy a produkty?	29
655	muzu  mit patentovat i na biotechnologicke postupy a produkty?	29
656	mohu  mit patentovat i na biotechnologicke postupy a produkty?	29
657	muze se mit patentovat i na biotechnologicke postupy a produkty?	29
658	je mozne  dostat patentovat i na biotechnologicke postupy a produkty?	29
659	lze  dostat patentovat i na biotechnologicke postupy a produkty?	29
660	muzu  dostat patentovat i na biotechnologicke postupy a produkty?	29
661	mohu  dostat patentovat i na biotechnologicke postupy a produkty?	29
662	muze se dostat patentovat i na biotechnologicke postupy a produkty?	29
663	je mozne ziskat  patenty i na biotechnologicke postupy a produkty?	29
664	lze ziskat  patenty i na biotechnologicke postupy a produkty?	29
665	muzu ziskat  patenty i na biotechnologicke postupy a produkty?	29
666	mohu ziskat  patenty i na biotechnologicke postupy a produkty?	29
667	muze se ziskat  patenty i na biotechnologicke postupy a produkty?	29
668	je mozne  mit  patenty i na biotechnologicke postupy a produkty?	29
669	lze  mit  patenty i na biotechnologicke postupy a produkty?	29
670	muzu  mit  patenty i na biotechnologicke postupy a produkty?	29
671	mohu  mit  patenty i na biotechnologicke postupy a produkty?	29
672	muze se mit  patenty i na biotechnologicke postupy a produkty?	29
673	je mozne  dostat patenty i na biotechnologicke postupy a produkty?	29
674	lze  dostat patenty i na biotechnologicke postupy a produkty?	29
675	muzu  dostat patenty i na biotechnologicke postupy a produkty?	29
676	mohu  dostat patenty i na biotechnologicke postupy a produkty?	29
677	muze se dostat patenty i na biotechnologicke postupy a produkty?	29
678	je mozne ziskat  patent i na biotechnologicke postupy a produkty?	29
679	lze ziskat  patent i na biotechnologicke postupy a produkty?	29
680	muzu ziskat  patent i na biotechnologicke postupy a produkty?	29
681	mohu ziskat  patent i na biotechnologicke postupy a produkty?	29
682	muze se ziskat  patent i na biotechnologicke postupy a produkty?	29
683	je mozne  mit  patent i na biotechnologicke postupy a produkty?	29
684	lze  mit  patent i na biotechnologicke postupy a produkty?	29
685	muzu  mit  patent i na biotechnologicke postupy a produkty?	29
686	mohu  mit  patent i na biotechnologicke postupy a produkty?	29
687	muze se mit  patent i na biotechnologicke postupy a produkty?	29
688	je mozne  dostat patent i na biotechnologicke postupy a produkty?	29
689	lze  dostat patent i na biotechnologicke postupy a produkty?	29
690	muzu  dostat patent i na biotechnologicke postupy a produkty?	29
691	mohu  dostat patent i na biotechnologicke postupy a produkty?	29
692	muze se dostat patent i na biotechnologicke postupy a produkty?	29
693	lze ziskat patent na program pro pocitace?	29
694	lze ziskat patent na software?	29
695	co nelze patentovat?	29
696	co nejde patentovat?	29
697	co neni mozne patentovat?	29
698	co nemuzu patentovat?	29
699	je mozne ziskat patent na lecebny postup pro zvirata?	29
700	lze ziskat patent na lecebny postup pro zvirata?	29
701	muzu ziskat patent na lecebny postup pro zvirata?	29
702	mohu ziskat patent na lecebny postup pro zvirata?	29
703	muze se ziskat patent na lecebny postup pro zvirata?	29
704	je mozne  mit patent na lecebny postup pro zvirata?	29
705	lze  mit patent na lecebny postup pro zvirata?	29
706	muzu  mit patent na lecebny postup pro zvirata?	29
707	mohu  mit patent na lecebny postup pro zvirata?	29
708	muze se mit patent na lecebny postup pro zvirata?	29
709	je mozne  dostat patent na lecebny postup pro zvirata?	29
710	lze  dostat patent na lecebny postup pro zvirata?	29
711	muzu  dostat patent na lecebny postup pro zvirata?	29
712	mohu  dostat patent na lecebny postup pro zvirata?	29
713	muze se dostat patent na lecebny postup pro zvirata?	29
714	je mozne ziskat  patentovat lecebny postup pro zvirata?	29
715	lze ziskat  patentovat lecebny postup pro zvirata?	29
716	muzu ziskat  patentovat lecebny postup pro zvirata?	29
717	mohu ziskat  patentovat lecebny postup pro zvirata?	29
718	muze se ziskat  patentovat lecebny postup pro zvirata?	29
719	je mozne  mit  patentovat lecebny postup pro zvirata?	29
720	lze  mit  patentovat lecebny postup pro zvirata?	29
721	muzu  mit  patentovat lecebny postup pro zvirata?	29
722	mohu  mit  patentovat lecebny postup pro zvirata?	29
723	muze se mit  patentovat lecebny postup pro zvirata?	29
724	je mozne  dostat patentovat lecebny postup pro zvirata?	29
725	lze  dostat patentovat lecebny postup pro zvirata?	29
726	muzu  dostat patentovat lecebny postup pro zvirata?	29
727	mohu  dostat patentovat lecebny postup pro zvirata?	29
728	muze se dostat patentovat lecebny postup pro zvirata?	29
729	overeni novosti vynalezu	30
730	novost vynalezu	30
731	jedna z podminek patentovatelnosti	30
732	podminka patentovatelnosti	30
733	jak  lze provest resersi patentu?	30
734	kde lze provest resersi patentu?	30
735	jak  muzu provest resersi patentu?	30
736	kde muzu provest resersi patentu?	30
737	jak  mohu provest resersi patentu?	30
738	kde mohu provest resersi patentu?	30
739	jak  se muze provest resersi patentu?	30
740	kde se muze provest resersi patentu?	30
741	jak  lze  udelat resersi patentu?	30
742	kde lze  udelat resersi patentu?	30
743	jak  muzu  udelat resersi patentu?	30
744	kde muzu  udelat resersi patentu?	30
745	jak  mohu  udelat resersi patentu?	30
746	kde mohu  udelat resersi patentu?	30
747	jak  se muze udelat resersi patentu?	30
748	kde se muze udelat resersi patentu?	30
749	jak  lze  provedu resersi patentu?	30
750	kde lze  provedu resersi patentu?	30
751	jak  muzu  provedu resersi patentu?	30
752	kde muzu  provedu resersi patentu?	30
753	jak  mohu  provedu resersi patentu?	30
754	kde mohu  provedu resersi patentu?	30
755	jak  se muze provedu resersi patentu?	30
756	kde se muze provedu resersi patentu?	30
757	jak  lze  udelam resersi patentu?	30
758	kde lze  udelam resersi patentu?	30
759	jak  muzu  udelam resersi patentu?	30
760	kde muzu  udelam resersi patentu?	30
761	jak  mohu  udelam resersi patentu?	30
762	kde mohu  udelam resersi patentu?	30
763	jak  se muze udelam resersi patentu?	30
764	kde se muze udelam resersi patentu?	30
765	odkaz pro overeni novosti vynalezu	30
766	zdroje pro overeni novosti vynalezu	30
767	zahranicni databaze pro overeni novosti vynalezu	30
768	patentova reserse	30
769	reserse patentu	30
770	jak podat objednavku patentove reserse u uradu?	30
771	kde podat objednavku patentove reserse u uradu?	30
772	jak  objednat patentovou resersi u uradu?	30
773	kde objednat patentovou resersi u uradu?	30
774	objednavka patentove reserse	30
775	resersni sluzby uradu pro vynalezy	30
776	jaka je vyse spravniho poplatku za podani prihlasky vynalezu ?	31
777	jaka je vyse spravniho poplatku za podani prihlasky patentu?	31
778	poplatek za podani prihlasky vynalezu	31
779	poplatek za podani prihlasky patentu	31
780	sleva pri elektronickem podani prihlasky vynalezu	31
781	sleva pri elektronickem podani prihlasky patentu	31
782	poplatky patentu v platnosti	31
783	poplatek patentu v platnosti	31
784	udrzovaci poplatek patentu v platnosti	31
785	poplatek za udrzovani patentu v platnosti	31
786	jak je mozne uhradit spravni poplatek za podani prihlasky vynalezu ?	31
787	jak lze uhradit spravni poplatek za podani prihlasky vynalezu ?	31
788	jak muzu uhradit spravni poplatek za podani prihlasky vynalezu ?	31
789	jak mohu uhradit spravni poplatek za podani prihlasky vynalezu ?	31
790	jak je mozne  zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
791	jak lze  zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
792	jak muzu  zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
793	jak mohu zaplatit spravni poplatek za podani prihlasky vynalezu ?	31
794	jak je mozne uhradit spravni poplatek za podani prihlasky patentu?	31
795	jak lze uhradit spravni poplatek za podani prihlasky patentu?	31
796	jak muzu uhradit spravni poplatek za podani prihlasky patentu?	31
797	jak mohu uhradit spravni poplatek za podani prihlasky patentu?	31
798	jak je mozne  zaplatit spravni poplatek za podani prihlasky patentu?	31
799	jak lze  zaplatit spravni poplatek za podani prihlasky patentu?	31
800	jak muzu  zaplatit spravni poplatek za podani prihlasky patentu?	31
801	jak mohu zaplatit spravni poplatek za podani prihlasky patentu?	31
802	jaky hradi poplatek po udeleni patentu?	31
803	jaky se hradi poplatek po udeleni patentu?	31
804	ktery hradi poplatek po udeleni patentu?	31
805	ktery se hradi poplatek po udeleni patentu?	31
806	jak hradi poplatek po udeleni patentu?	31
807	jak se hradi poplatek po udeleni patentu?	31
808	jaky  plati poplatek po udeleni patentu?	31
809	jaky se  plati poplatek po udeleni patentu?	31
810	ktery  plati poplatek po udeleni patentu?	31
811	ktery se  plati poplatek po udeleni patentu?	31
812	jak  plati poplatek po udeleni patentu?	31
813	jak se plati poplatek po udeleni patentu?	31
814	jaky  mam zaplatit poplatek po udeleni patentu?	31
815	jaky se  mam zaplatit poplatek po udeleni patentu?	31
816	ktery  mam zaplatit poplatek po udeleni patentu?	31
817	ktery se  mam zaplatit poplatek po udeleni patentu?	31
818	jak  mam zaplatit poplatek po udeleni patentu?	31
819	jak se mam zaplatit poplatek po udeleni patentu?	31
820	jaky  zaplatit poplatek po udeleni patentu?	31
821	jaky se  zaplatit poplatek po udeleni patentu?	31
822	ktery  zaplatit poplatek po udeleni patentu?	31
823	ktery se  zaplatit poplatek po udeleni patentu?	31
824	jak  zaplatit poplatek po udeleni patentu?	31
825	jak se zaplatit poplatek po udeleni patentu?	31
826	jaky  uhradit poplatek po udeleni patentu?	31
827	jaky se  uhradit poplatek po udeleni patentu?	31
828	ktery  uhradit poplatek po udeleni patentu?	31
829	ktery se  uhradit poplatek po udeleni patentu?	31
830	jak  uhradit poplatek po udeleni patentu?	31
831	jak se uhradit poplatek po udeleni patentu?	31
832	moznosti platby udrzovaciho poplatku	31
833	variabilni symbol pri platbe udrzovaciho poplatku	31
834	informace o platbe poplatku za udeleny patent	31
835	informace o platbe poplatku za udeleny vynalez	31
836	udrzovani patentu v platnosti	31
837	jak dlouho trva zpracovani patentove reserse?	32
838	expresni patentove reserse	32
839	poskytuje urad rychlou patentovou resersi?	32
840	provadi urad rychlou patentovou resersi?	32
841	dela urad rychlou patentovou resersi?	32
842	provadite rychlou patentovou resersi?	32
843	delate rychlou patentovou resersi?	32
844	poskytujete rychlou patentovou resersi?	32
845	poskytuje urad  expresni patentovou resersi?	32
846	provadi urad  expresni patentovou resersi?	32
847	dela urad  expresni patentovou resersi?	32
848	provadite  expresni patentovou resersi?	32
849	delate  expresni patentovou resersi?	32
850	poskytujete expresni patentovou resersi?	32
851	doba zpracovani patentove reserse	32
852	doba zpracovani reserse patentu uradem	32
853	existuje zpusob, jak urychlit patentovou resersi?	32
854	jak dlouho obvykle trva, nez obdrzim vysledky patentove reserse?	32
855	jak dlouho obvykle trva, nez dostanu vysledky patentove reserse?	32
856	poskytuje urad sluzby expresnich patentovych resersi?	32
857	provadi urad sluzby expresnich patentovych resersi?	32
858	dela urad sluzby expresnich patentovych resersi?	32
859	provadite sluzby expresnich patentovych resersi?	32
860	delate sluzby expresnich patentovych resersi?	32
861	poskytujete sluzby expresnich patentovych resersi?	32
862	v cem je rozdil mezi patentem a uzitnym vzorem?	33
863	jaky je rozdil mezi patentem a uzitnym vzorem?	33
864	vysvetli rozdil mezi patentem a uzitnym vzorem?	33
865	povez mi rozdil mezi patentem a uzitnym vzorem?	33
866	rekni mi rozdil mezi patentem a uzitnym vzorem?	33
867	rekni mi, jaky je rozdil mezi patentem a uzitnym vzorem?	33
868	jak se lisi patenty a uzitne vzory ?	33
869	cim se lisi patenty a uzitne vzory ?	33
870	jak se lisi patenty od uzitnych vzoru?	33
871	cim se lisi patenty od uzitnych vzoru?	33
872	jak se lisi patent a uzitny vzor ?	33
873	cim se lisi patent a uzitny vzor ?	33
874	jak se lisi patent od uzitneho vzoru?	33
875	cim se lisi patent od uzitneho vzoru?	33
876	co lze chranit patentem a co uzitnym vzorem?	33
877	co je mozne chranit patentem a co uzitnym vzorem?	33
878	co se muze chranit patentem a co uzitnym vzorem?	33
879	mohou byt ochraneny stejne veci patenty a uzitnymi vzory?	33
880	co znamena, ze uzitny vzor je zapsan na zaklade registracniho principu?	33
881	co je registracni princip u uzitneho vzoru?	33
882	co znamena registracni princip u uzitneho vzoru?	33
883	kdy je lepsi zvolit ochranu pomoci uzitneho vzoru?	33
884	kdy je vyhodnejsi zvolit ochranu pomoci uzitneho vzoru?	33
885	kdy je lepsi zvolit uzitny vzor?	33
886	kdy je vyhodnejsi zvolit uzitny vzor?	33
887	kdy je vhodnejsi zvolit uzitny vzor?	33
888	kdy je idealni zvolit uzitny vzor?	33
889	pro co je idealni ochrana uzitnym vzorem?	33
890	pro jake objekty je idealni ochrana uzitnym vzorem?	33
891	pro jake predmety je idealni ochrana uzitnym vzorem?	33
892	pro co je lepsi ochrana uzitnym vzorem?	33
893	pro jake objekty je lepsi ochrana uzitnym vzorem?	33
894	pro jake predmety je lepsi ochrana uzitnym vzorem?	33
895	pro co je vhodnejsi ochrana uzitnym vzorem?	33
896	pro jake objekty je vhodnejsi ochrana uzitnym vzorem?	33
897	pro jake predmety je vhodnejsi ochrana uzitnym vzorem?	33
898	rozdil v nakladech na patent a uzitny vzor	33
899	jak dlouho plati patent a jak dlouho uzitny vzor?	33
900	jak dlouho muze platit patent a jak dlouho uzitny vzor?	33
901	proc bych mel zvolit ochranu uzitnym vzorem namisto patentu?	33
902	co je uzitny vzor?	34
903	jake jsou vyhody zapisu uzitneho vzoru oproti patentu?	34
904	definice uzitneho vzoru	34
905	co se da chranit uzitnym vzorem?	34
906	co lze chranit uzitnym vzorem?	34
907	co je mozne chranit uzitnym vzorem?	34
908	jsou predmety chranitelne patentem a uzitnym vzorem srovnatelne?	34
909	jak dlouho trva zapis uzitneho vzoru?	34
910	za jak dlouho je uzitny vzor zapsan do rejstriku?	34
911	jsou ucinky zapisu uzitneho vzoru stejne jako u patentu?	34
912	jsou ucinky zapisu uzitneho vzoru srovnatelne jako u patentu?	34
913	jak  lze provest resersi uzitnych vzoru?	35
914	kde  lze provest resersi uzitnych vzoru?	35
915	jakym zpusobem lze provest resersi uzitnych vzoru?	35
916	jak  muzu provest resersi uzitnych vzoru?	35
917	kde  muzu provest resersi uzitnych vzoru?	35
918	jakym zpusobem muzu provest resersi uzitnych vzoru?	35
919	jak  mohu provest resersi uzitnych vzoru?	35
920	kde  mohu provest resersi uzitnych vzoru?	35
921	jakym zpusobem mohu provest resersi uzitnych vzoru?	35
922	jak  se muze provest resersi uzitnych vzoru?	35
923	kde  se muze provest resersi uzitnych vzoru?	35
924	jakym zpusobem se muze provest resersi uzitnych vzoru?	35
925	jak  lze  udelat resersi uzitnych vzoru?	35
926	kde  lze  udelat resersi uzitnych vzoru?	35
927	jakym zpusobem lze  udelat resersi uzitnych vzoru?	35
928	jak  muzu  udelat resersi uzitnych vzoru?	35
929	kde  muzu  udelat resersi uzitnych vzoru?	35
930	jakym zpusobem muzu  udelat resersi uzitnych vzoru?	35
931	jak  mohu  udelat resersi uzitnych vzoru?	35
932	kde  mohu  udelat resersi uzitnych vzoru?	35
933	jakym zpusobem mohu  udelat resersi uzitnych vzoru?	35
934	jak  se muze udelat resersi uzitnych vzoru?	35
935	kde  se muze udelat resersi uzitnych vzoru?	35
936	jakym zpusobem se muze udelat resersi uzitnych vzoru?	35
937	jak  lze  provedu resersi uzitnych vzoru?	35
938	kde  lze  provedu resersi uzitnych vzoru?	35
939	jakym zpusobem lze  provedu resersi uzitnych vzoru?	35
940	jak  muzu  provedu resersi uzitnych vzoru?	35
941	kde  muzu  provedu resersi uzitnych vzoru?	35
942	jakym zpusobem muzu  provedu resersi uzitnych vzoru?	35
943	jak  mohu  provedu resersi uzitnych vzoru?	35
944	kde  mohu  provedu resersi uzitnych vzoru?	35
945	jakym zpusobem mohu  provedu resersi uzitnych vzoru?	35
946	jak  se muze provedu resersi uzitnych vzoru?	35
947	kde  se muze provedu resersi uzitnych vzoru?	35
948	jakym zpusobem se muze provedu resersi uzitnych vzoru?	35
949	jak  lze  udelam resersi uzitnych vzoru?	35
950	kde  lze  udelam resersi uzitnych vzoru?	35
951	jakym zpusobem lze  udelam resersi uzitnych vzoru?	35
952	jak  muzu  udelam resersi uzitnych vzoru?	35
953	kde  muzu  udelam resersi uzitnych vzoru?	35
954	jakym zpusobem muzu  udelam resersi uzitnych vzoru?	35
955	jak  mohu  udelam resersi uzitnych vzoru?	35
956	kde  mohu  udelam resersi uzitnych vzoru?	35
957	jakym zpusobem mohu  udelam resersi uzitnych vzoru?	35
958	jak  se muze udelam resersi uzitnych vzoru?	35
959	kde  se muze udelam resersi uzitnych vzoru?	35
960	jakym zpusobem se muze udelam resersi uzitnych vzoru?	35
961	objednavka reserse uzitnych vzoru	35
962	reserse uzitnych vzoru	35
963	jaky je postup objednani resersnich sluzeb pro uzitne vzory uradu?	35
964	jak podat objednavku reserse uzitnych vzoru u uradu?	35
965	kde podat objednavku reserse uzitnych vzoru u uradu?	35
966	jak  objednat resersi uzitnych vzoru u uradu?	35
967	kde objednat resersi uzitnych vzoru u uradu?	35
968	za jak dlouho je hotova reserse uzitnych vzoru?	35
969	jak dlouho trva reserse uzitnych vzoru?	35
970	expresni resersni sluzby uzitnych vzoru	35
971	8.resersni sluzby uradu k uzitnym vzorum	35
972	8.resersni sluzby uradu pro uzitne vzory	35
973	reserse uzitnych vzoru uradem	35
974	poplatek za prihlasku uzitneho vzoru	36
975	poplatek za podani prihlasky uzitneho vzoru	36
976	kolik stoji podani prihlasky uzitneho vzoru?	36
977	kolik stoji prihlaska uzitneho vzoru?	36
978	kolik stoji prihlaseni uzitneho vzoru?	36
979	sleva na spravni poplatek pri elektronickem podani prihlasky uzitneho vzoru	36
980	moznosti zaplaceni spravniho poplatku za podani prihlasky uzitneho vzoru	36
981	poplatek za prodlouzeni platnosti zapisu uzitneho vzoru	36
982	poplatek za prodlouzeni platnosti uzitneho vzoru	36
983	jak mohu prodlouzit platnost zapisu uzitneho vzoru?	36
984	jakym zpusobem mohu prodlouzit platnost zapisu uzitneho vzoru?	36
985	jak  muzu prodlouzit platnost zapisu uzitneho vzoru?	36
986	jakym zpusobem muzu prodlouzit platnost zapisu uzitneho vzoru?	36
987	jak  mam prodlouzit platnost zapisu uzitneho vzoru?	36
988	jakym zpusobem mam prodlouzit platnost zapisu uzitneho vzoru?	36
989	doba platnosti zapisu uzitneho vzoru	36
990	maximalni doba platnosti zapisu uzitneho vzoru	36
991	obnova platnosti uzitneho vzoru	36
992	formular pro obnovu platnosti uzitneho vzoru	36
993	formular prodlouzei platnosti uzitneho vzoru	36
994	kde se mohu podivat na souhrnnou informaci o poplatcich?	37
995	kde najdu souhrnnou informaci o poplatcich?	37
996	prehled vsech poplatku	37
997	sazebnik uhrad nakladu	37
998	kde na webu upv jsou informace o poplatcich?	37
999	souhrn poplatku	37
1000	souhrn spravnch poplatku	37
1001	prehled poplatku	37
1002	obecne o poplatcich	37
1003	cenik	37
1004	muzete mi sdelit , kde najdu prehled poplatku?	37
1005	muzete mi rict , kde najdu prehled poplatku?	37
1006	muzete mi dat odkaz, kde najdu prehled poplatku?	37
1007	jak mohu dohledat sazebnik uhrad nakladu?	37
1008	kde mohu najit informace o cenach ?	37
1009	kde mohu najit informace o poplatcich?	37
1010	kde mohu najit prehled vsech poplatku na webu upv?	37
1011	kde muzu najit prehled vsech poplatku na webu upv?	37
1012	kde najdu prehled vsech poplatku na webu upv?	37
1013	kde je prehled vsech poplatku na webu upv?	37
1014	moznosti uhrady poplatku	38
1015	moznosti uhrady poplatku obecne	38
1016	mohu poplatky uhradit v hotovosti na pokladne uradu?	38
1017	lze poplatky uhradit v hotovosti na pokladne uradu?	38
1018	muzu poplatky uhradit v hotovosti na pokladne uradu?	38
1019	je mozne poplatky uhradit v hotovosti na pokladne uradu?	38
1020	co kdyz chci poplatky uhradit v hotovosti na pokladne uradu?	38
1021	mohu poplatky zaplatit v hotovosti na pokladne uradu?	38
1022	lze poplatky zaplatit v hotovosti na pokladne uradu?	38
1023	muzu poplatky zaplatit v hotovosti na pokladne uradu?	38
1024	je mozne poplatky zaplatit v hotovosti na pokladne uradu?	38
1025	co kdyz chci poplatky zaplatit v hotovosti na pokladne uradu?	38
1026	mohu mozne poplatky zaplatit bankovnim prevodem?	38
1027	lze mozne poplatky zaplatit bankovnim prevodem?	38
1028	muzu mozne poplatky zaplatit bankovnim prevodem?	38
1029	je mozne mozne poplatky zaplatit bankovnim prevodem?	38
1030	co kdyz chci mozne poplatky zaplatit bankovnim prevodem?	38
1031	mohu poplatky uhradit slozenkou?	38
1032	lze poplatky uhradit slozenkou?	38
1033	muzu poplatky uhradit slozenkou?	38
1034	je mozne poplatky uhradit slozenkou?	38
1035	co kdyz chci poplatky uhradit slozenkou?	38
1036	mohu  poplatek zaplatit kolky?	38
1037	lze  poplatek zaplatit kolky?	38
1038	muzu  poplatek zaplatit kolky?	38
1039	je mozne  poplatek zaplatit kolky?	38
1040	co kdyz chci poplatek zaplatit kolky?	38
1041	informace o vysi poplatku	38
1042	informace o platbe poukazkou, platbe kauce a platbach do evropskeho patentoveho uradu	38
1043	jake jsou podminky prijimani dokumentu na podatelne uradu?	38
1044	kde se mohu informovat o provozu podatelny uradu?	38
1045	informace o provozu podatelny	38
1046	format variabilniho symbolu pro platbu poplatku uradu	39
1047	jak je vytvaren variabilni symbol, kdyz je podani odesilano elektronicky?	39
1048	jake pravidla plati pro tvorbu variabilniho symbolu pro platbu poplatku?	39
1049	variabilni symbol pro platbu poplatku pred uradem	39
1050	kde najdu informace o variabilnich symbolech pro platbu poplatku?	39
1051	kde jsou informace o variabilnich symbolech pro platbu poplatku?	39
1052	kde mohu najit informace o variabilnich symbolech pro platbu poplatku?	39
1053	kde muzu najit informace o variabilnich symbolech pro platbu poplatku?	39
1054	jak je generovan variabilni symbol pro platbu poplatku?	39
1055	jakym zpusobem je generovan variabilni symbol pro platbu poplatku?	39
1056	jak  se generuje variabilni symbol pro platbu poplatku?	39
1057	jakym zpusobem se generuje variabilni symbol pro platbu poplatku?	39
1058	tvorba variabilniho symbolu pro platbu poplatku	39
1059	variabilni symbol	39
1060	pocet mist variabilniho symbolu	39
1061	maximalni pocet mist variabilniho symbolu	39
1062	variabilni symbol pro elektronicke podani	39
1063	pravni predpisy tykajici se poplatku	40
1064	pravni predpisy ohledne poplatku	40
1065	pravni predpisy k poplatkum	40
1066	pravni predpisy ke spravnim poplatkum	40
1067	jake predpisy se tykaji poplatku?	40
1068	ktere predpisy se tykaji poplatku?	40
1069	kde lze najit predpisy tykajici se poplatku?	40
1070	kde najdu predpisy tykajici se poplatku?	40
1071	kde mohu najit predpisy tykajici se poplatku?	40
