	question	answer
213	Co se předkládá k žádosti o zápis licence?	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
214	Co je třeba přiložit k žádosti o zápis licence?	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
215	Kolik stojí zápis licence?	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
216	poplatek za zápis licence?	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
217	Jaký je postup při žádosti o zápis licence?	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
218	Co je prohlášení o nabídce licence?	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
219	Co znamená prohlášení o nabídce licence?	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
220	prohlášení o nabídce licence	Licence je svolením majitele práva třetím osobám využívat předmět průmyslověprávní ochrany, např. vynález nebo označení, za podmínek, které si obvykle smluvní strany spolu dohodnou. K žádosti o zápis licence se přikládá licenční smlouva a případně plná moc. Podání žádosti o zápis licence je zpoplatněno. Prohlásí-li u Úřadu průmyslového vlastnictví přihlašovatel, případně majitel patentu, že komukoli poskytne právo k využití vynálezu, vznikne toto právo pro každého, kdo nabídku licence přijme a písemně to sdělí přihlašovateli nebo majiteli patentu. Úřad průmyslového vlastnictví tuto nabídku licence vyznačí v patentovém rejstříku. Prohlášení o nabídce licence nemůže přihlašovatel nebo majitel patentu vzít zpět. Vznikem práva na využití takového nabídnutého vynálezu není dotčeno právo majitele patentu na úhradu za poskytnutí licence. Prohlášením o nabídce licence se majitel patentu v podstatě zříká svého výlučného práva k vynálezu.
221	Kdo má právo nahlížet do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
222	Jak nahlížet do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
223	Jak nahlédnout do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
224	Co je důvodem pro nahlédnutí do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
225	Jaký je postup pro nahlížení do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
226	Kdo může nahlížet do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
227	Kdo je oprávněn nahlížet do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
228	žádost o nahlížení do spisu	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
229	nahlížení do spisu	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
230	jak postupovat při nahlížení do spisu?	Nahlížet do spisu může majitel a jeho zástupce. Ostatní osoby musí osvědčit právní zájem, což znamená, že musí prokázat, že se ho přihláška průmyslového práva bezprostředně dotýká. Takovým právním důvodem pro nahlédnutí do spisu může být vědecká či pedagogická činnost, v souvislosti s níž je třeba do správního spisu nahlédnout, související soudní či správní řízení nebo právní nástupnictví některého z účastníků řízení. Je nutno podat žádost o nahlížení do spisu, ve které se uvádí číslo přihlášky, v jakém rozsahu chce žadatel nahlížet, identifikace žadatele, včetně kontaktu pro případné rychlé vyjasnění vad žádosti a pro sjednání termínu nahlížení.
231	Jak požádat o výpis.	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
232	Co uvést v žádosti o výpis z rejstříku?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
233	jak požádat o opis?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
234	Jaký je rozdíl mezi aktuálním a úplným výpisem?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
235	Jaký je poplatek za výpis a opis?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
236	Kdo může požádat o opis listiny?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
237	Co obsahuje opis?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
238	Co je prioritní doklad?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
239	K čemu slouží prioritní doklad?	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
240	osvědčení o zápisu	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
241	opis patentové listiny	O výpis může požádat kdokoliv, není třeba prokazovat právní zájem. V žádosti je třeba uvést konkrétní číslo přihlášky, zápisu či patentu. Výpis obsahuje aktuální údaje vedené v rejstříku k datu vydání výpisu. U ochranných známek je možné kromě aktuálního výpisu vydat i výpis úplný, kde jsou uvedeny i historické údaje, vedené v rejstříku od zápisu až do současnosti. Správní poplatek činí sto korun českých za každou stránku. Opis listiny vydané Úřadem, např. osvědčení o zápisu, opis patentové listiny, lze vydat na písemnou žádost majitele či vlastníka nebo jeho zástupce. Opis obsahuje pouze ty údaje, které obsahovala původně vydaná listina. Správní poplatek činí patnáct korun českých za stránku. V průběhu řízení o přihlášce průmyslových práv může přihlašovatel požádat o vydání prioritního dokladu, tj. dokladu o podání přihlášky u Úřadu průmyslového vlastnictví. Důvodem ve většině případů je, že přihlašovatel zároveň požaduje ochranu i v jiné zemi a uplatňuje právo přiznání unijní priority ze země původu, tedy z České republiky. Adresátům, kteří jsou držiteli datových schránek, budou odesílány listiny v elektronické podobě prostřednictvím datových zpráv.
242	Je možné se odvolat proti rozhodnutí Úřadu?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
243	Můžu se odvolat proti rozhodnutí Úřadu?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
244	Jaká je lhůta pro podání rozkladu?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
245	Jaký je postup, pokud nesouhlasím s rozhodnutím Úřadu?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
246	Lze proti rozhodnutí Úřadu podat rozklad?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
247	je možné proti rozhodnutí Úřadu podat rozklad?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
248	můžu proti rozhodnutí Úřadu podat rozklad?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
249	Je možné podat odvolání?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
250	Můžu se odvolat proti rozhodnutí Úřadu i po zmeškané lhůtě?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
251	odvolání	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
252	rozklad	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
253	opravné řízení proti rozhodnutí Úřadu	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
254	Jak podat odvolání ?	Proti rozhodnutí Úřadu, s výjimkou rozhodnutí o prominutí zmeškání lhůty, lze podat ve lhůtě jednoho měsíce od doručení rozhodnutí rozklad.
