	question	answer
128	Jak probíhá prosazování práv z průmyslového vlastnictví	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
129	Jak probíhá prosazování práv	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
130	Pomáháte se zajištěním práv	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
131	Pomáháte se prosazováním práv	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
132	Pomáháte se zajištěním práv z průmyslového vlastnictví	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
133	Pomáháte se prosazováním práv z průmyslového vlastnictví	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
134	Může Úřad pomoci s prosazováním práv	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
135	Může ÚPV pomoci s prosazováním práv	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
136	Může Úřad pomoci ve sporech	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
137	Může ÚPV pomoci ve sporech	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
138	Může Úřad pomoci ve sporu	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
139	Může ÚPV pomoci ve sporu	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
140	Pomůže Úřad ve sporech	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
141	Pomůže ÚPV ve sporech	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
142	Pomůže vy ve sporech	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
143	Můžu se na vás obrátit v prosazování svých práv	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
144	Jak mi pomůžete s prosazováním práv	"Pokud se jedná o spor nebo nejasnosti o využívání patentu či zapsaného užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, například konkurenční výrobek, spadá do rozsahu patentu nebo zapsaného užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu či užitného vzoru, nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán.

Určitou možnost v rámci prosazování práv pro třetí osoby představuje návrh na zrušení patentu v případě, že se dodatečně zjistí, že chráněný vynález nesplňuje podmínky patentovatelnosti. Částečné nebo úplné zrušení patentu lze dosáhnout na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podobně je takto možné postupovat i u výmazu užitného a průmyslového vzoru.

V případě ochranných známek je možné ve lhůtě tří měsíců od zveřejnění přihlašovaného označení v zákonem uvedených případech podat námitky proti zápisu označení do rejstříku ochranných známek. Po zápisu ochranné známky do rejstříku je možné u Úřadu podat návrh na zrušení ochranné známky či návrh na prohlášení ochranné známky za neplatnou.

K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.

Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
