	question	answer
311	Jak začít, když chci zapsat ochrannou známku?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
312	Kde začít, když chci zapsat ochrannou známku?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
313	Jak začít, když chci registrovat ochrannou známku?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
314	Kde začít, když chci registrovat ochrannou známku?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
315	Můžu si nechat provést rešerši před podáním přihlášky ochranné známky?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
316	můžu si objednat rešerši ochranné známky?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
317	Jakou urychlit rešerši?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
318	expresní rešerše ochranné známky	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
319	Jakým způsobem mohu objednat rešeršní služby Úřadu?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
320	Jak objednám rešerši ochranné známky?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
321	poplatek za rešerši ochranné známky?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
322	ceník rešeršních služeb	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
323	ceník pro rešeršní služby Úřadu?	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
324	Jaký je správní poplatek za přijetí přihlášky ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
325	Jaké jsou náklady na registraci kolektivní ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
326	poplatek za podání přihlášky ochranné známky	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
327	poplatky za podání přihlášky ochranné známky	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
328	ceník za podání přihlášky ochranné známky	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
329	Jak mohu zaplatit správní poplatek za podání přihlášky ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
330	Jak lze zaplatit správní poplatek za podání přihlášky ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
331	Existují nějaké slevy na správní poplatek při elektronickém podání ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
332	poplatek za podání žádosti o obnovu platnosti ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
333	Jak dlouho platí	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
334	je platná ochranná známka?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
335	Jak mohu prodloužit platnost ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
336	Jak je možné prodloužit platnost ochranné známky?	Správní poplatek za přijetí přihlášky  individuální ochranné známky do tří tříd výrobků nebo služeb je pět tisíc korun českých. V případě kolektivní a certifikační ochranné známky do tří tříd výrobků nebo služeb činí správní poplatek za přijetí přihlášky deset tisíc korun českých. Za každou třídu výrobků nebo služeb nad tři třídy se platí správní poplatek pět set korun českých. Bližší informace o poplatcích naleznete též na webových stránkách Úřadu zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Poplatky je možné uhradit bankovním převodem, v hotovosti na pokladně Úřadu, složenkou, anebo kolky - těmi ale pouze poplatky do výše pět tisíc korun českých.  Platnost ochranné známky je 10 let od data podání přihlášky ochranné známky. Platnost lze prodlužovat vždy o dalších 10 let na základě žádosti o obnovu ochranné známky. Podání žádosti o obnovu doby ochrany zapsané ochranné známky je zpoplatněno.
337	Kde mohu najít databázi ochranných známek?	Na stránkách Úřadu naleznete rešeršní databázi ochranných známek, která zahrnuje ochranné známky národní přihlášené u Úřadu, mezinárodní známky přihlášené u vipo a známky Evropské unie přihlášené u é ú ipo, tedy u Úřadu Evropské unie pro duševní vlastnictví. Odkazy na zahraniční databáze ochranných známek naleznete zde.
338	Kde lze najít databázi ochranných známek?	Na stránkách Úřadu naleznete rešeršní databázi ochranných známek, která zahrnuje ochranné známky národní přihlášené u Úřadu, mezinárodní známky přihlášené u vipo a známky Evropské unie přihlášené u é ú ipo, tedy u Úřadu Evropské unie pro duševní vlastnictví. Odkazy na zahraniční databáze ochranných známek naleznete zde.
